isogroup28559	GO:0005929
isogroup73326	GO:0005789;GO:0016021;GO:0016020;GO:0005886;GO:0022890;GO:0005102;GO:0005385;GO:0006812;GO:0048701;GO:0001701;GO:0060173;GO:0071577
isogroup211057	GO:0004222;GO:0008270
isogroup19778	GO:0016021;GO:0015180;GO:0015182;GO:0015183;GO:0005313;GO:0015186;GO:0005290;GO:0015190;GO:0015191;GO:0015194;GO:0006867;GO:0015810;GO:0015808;GO:0015825;GO:0006814
isogroup27831	GO:0005829;GO:0005576;GO:0005615;GO:0016607;GO:0005886;GO:0042609;GO:0005125;GO:0006955;GO:0050930;GO:0030595;GO:0051924;GO:0006355;GO:0006351;GO:0016032
isogroup106662	GO:0015629;GO:0000777;GO:0005829;GO:0005828;GO:0005634;GO:0005886;GO:1990423;GO:0000922;GO:0051301;GO:0007093;GO:0006461;GO:0007096;GO:0007062
isogroup187270	
isogroup301855	GO:0005576;GO:0001872;GO:0004553;GO:0005975;GO:0045087
isogroup190596	GO:0005938;GO:0032154;GO:0030659;GO:0005856;GO:0005829;GO:0005794;GO:0005654;GO:0048471;GO:0005886;GO:0003779;GO:0030036;GO:0045010;GO:0001662;GO:0036089;GO:0060996;GO:0051295;GO:0070649;GO:0048193;GO:0046907;GO:0040038;GO:0015031;GO:0016192
isogroup14473	GO:0031672;GO:0016324;GO:0043034;GO:0005737;GO:0005856;GO:0005887;GO:0014704;GO:0005622;GO:0031430;GO:0048471;GO:0005886;GO:0014069;GO:0045211;GO:0042383;GO:0030315;GO:0030018;GO:0051117;GO:0044325;GO:0015459;GO:0030674;GO:0030507;GO:0086014;GO:0086066;GO:0060048;GO:0006874;GO:0034613;GO:1901021;GO:0051928;GO:2001259;GO:0010628;GO:1901018;GO:0043268;GO:0008104;GO:0034394;GO:0070972;GO:0036309;GO:0072659;GO:0036371;GO:0050821;GO:0072661;GO:0098910;GO:0098904;GO:1901019;GO:0051924;GO:0086004;GO:0086036;GO:0055117;GO:0010882;GO:0010881;GO:2001257;GO:0002027;GO:0086091;GO:0031647;GO:0098907;GO:0086015;GO:0086070;GO:0033292
isogroup136299	GO:0072686;GO:0005634;GO:0035861;GO:0051908;GO:0003690;GO:0046872;GO:0000729;GO:0043570;GO:0000706;GO:0000710;GO:0006298;GO:0006312;GO:0000723
isogroup162414	GO:0036064;GO:0060271
isogroup42823	GO:0005769;GO:0031901;GO:0035091;GO:0032266;GO:0006886;GO:0009968;GO:0043547
isogroup213005	GO:0005938;GO:0005811;GO:0005634;GO:0004842;GO:0008270;GO:0006974;GO:0006955;GO:0043123;GO:0051092;GO:0070534;GO:0042981;GO:0007165
isogroup90456	GO:0003676;GO:0008270;GO:0015074
isogroup96490	GO:0005576;GO:0003993;GO:0046872
isogroup700081	GO:0005737;GO:0005634;GO:0005524;GO:0005509;GO:0009931;GO:0005516;GO:0004683;GO:0035556;GO:0018105;GO:0046777;GO:0006468
isogroup99094	GO:0005886;GO:0005891;GO:0008332;GO:0005245;GO:0005248;GO:0070509;GO:0030317;GO:0086010;GO:0019228;GO:0045956;GO:0007165;GO:0030431;GO:0006810
isogroup30869	GO:0005737;GO:0030267;GO:0016618;GO:0051287
isogroup1430	GO:0005783;GO:0005789;GO:0016021;GO:0030968;GO:0006486;GO:0015031
isogroup209092	GO:0005730;GO:0005681;GO:0003723;GO:0006397;GO:0008380
isogroup522898	GO:0070062;GO:0005509
isogroup29063	GO:0005739;GO:0033617
isogroup148802	GO:0005694;GO:0032133;GO:0000775;GO:0005737;GO:0005634;GO:0005819;GO:0051301;GO:0007059;GO:0051225
isogroup293289	GO:0030424;GO:0043679;GO:0005737;GO:0005887;GO:0031694;GO:0004938;GO:0051379;GO:0046982;GO:0042803;GO:0071883;GO:0032148;GO:0071880;GO:0007267;GO:0035625;GO:0007565;GO:0070473;GO:0030168;GO:0045666;GO:0045907;GO:0051930
isogroup238568	GO:0005743;GO:0005759;GO:0005525;GO:0043024;GO:0019843;GO:0000028
isogroup8761	GO:0030659;GO:0005794;GO:0016021;GO:0005739;GO:0048471;GO:0016409;GO:0019706;GO:0007626;GO:1903955;GO:0018345;GO:1903146
isogroup34400	GO:0071013;GO:0005634;GO:0006397;GO:0007399;GO:0008380
isogroup61152	GO:0005813;GO:0005737;GO:0005634;GO:0005819;GO:0046872;GO:0001782;GO:0030865;GO:0000226;GO:0045579;GO:0043029
isogroup77218	GO:0005694;GO:0005654;GO:0003723;GO:0006355;GO:0006351
isogroup5223	GO:0005737;GO:0005634;GO:0005839;GO:0004298;GO:0051603
isogroup50890	GO:0005829;GO:0047429;GO:0008171
isogroup3315	GO:0005737;GO:0005654;GO:0005634;GO:0003677;GO:0003723;GO:0008270;GO:0045893
isogroup370623	GO:0030054;GO:0005737;GO:0030425;GO:0098982;GO:0016935;GO:0016021;GO:0005887;GO:0043204;GO:0045211;GO:0008144;GO:0016934;GO:0016933;GO:0016594;GO:0007340;GO:0007628;GO:0007268;GO:1902476;GO:0097112;GO:0006811;GO:0007399;GO:0007218;GO:0051291;GO:0043200;GO:0060013;GO:0001964;GO:0060012;GO:0007601
isogroup36072	GO:0010008;GO:0019894;GO:0007030;GO:0032418;GO:1903527;GO:0032880
isogroup8549	GO:0030014;GO:0030015;GO:0005737;GO:0005829;GO:0016020;GO:0005634;GO:0000932;GO:0005886;GO:0001104;GO:0001226;GO:0006977;GO:0031047;GO:0033147;GO:0000122;GO:0017148;GO:0000288;GO:0000289;GO:0010606;GO:2000036;GO:0006357;GO:0090503;GO:0006351;GO:0001829
isogroup170952	GO:0016021;GO:0097225
isogroup177696	GO:0005737;GO:0005615;GO:0016020;GO:0005509;GO:0003682;GO:0007155
isogroup387520	GO:0005737;GO:0005829;GO:0005524;GO:0004674;GO:0006915;GO:0007049;GO:0043066;GO:0061179;GO:0046777;GO:0006468;GO:0007346
isogroup189429	GO:0004190;GO:0003677;GO:0003887;GO:0004519;GO:0046872;GO:0003723;GO:0003964;GO:0015074;GO:0006310
isogroup13848	GO:0016324;GO:0005923;GO:0031252;GO:0005829;GO:0005768;GO:0070062;GO:0000139;GO:0045171;GO:0015630;GO:0005634;GO:0005886;GO:0043234;GO:0043220;GO:0005524;GO:0046872;GO:0005543;GO:0019904;GO:0004672;GO:0004697;GO:0004674;GO:0007015;GO:0070830;GO:0016477;GO:0045216;GO:0032869;GO:0007010;GO:0035089;GO:0045197;GO:0042462;GO:0048194;GO:0035556;GO:0061024;GO:0043066;GO:0034351;GO:0043524;GO:0018105;GO:2000353;GO:0090004;GO:0060252;GO:0046326;GO:0010976;GO:0051092;GO:0006468;GO:0006612;GO:0070555;GO:0046903;GO:0016192
isogroup151343	GO:0003676;GO:0008270;GO:0015074
isogroup30407	GO:0005737;GO:0005634;GO:0000974;GO:0071006;GO:0071007;GO:0046872;GO:0005487;GO:0036002;GO:0017070;GO:0035690;GO:0045292;GO:0090316;GO:0033120;GO:0000387
isogroup118587	GO:0016021;GO:0006811
isogroup320690	
isogroup131848	GO:0030054;GO:0031410;GO:0070062;GO:0043231;GO:0043202;GO:0005765;GO:0005764;GO:0016020;GO:0005886;GO:0052794;GO:0052795;GO:0052796;GO:0004308;GO:0006689;GO:0009313
isogroup228167	GO:0030424;GO:0005829;GO:0030425;GO:0005769;GO:0010008;GO:0005887;GO:0043231;GO:0045121;GO:0043025;GO:0098797;GO:0043235;GO:0005524;GO:0005509;GO:0004714;GO:0071300;GO:0001838;GO:0048484;GO:0007156;GO:0060384;GO:0000165;GO:0033619;GO:0001755;GO:0007158;GO:0042551;GO:0061146;GO:0033630;GO:0030335;GO:0045793;GO:0072300;GO:0014042;GO:0010976;GO:0045893;GO:0050770;GO:0042493;GO:0048265;GO:0060041;GO:0007169;GO:0035799;GO:0001657
isogroup6807	GO:0005783;GO:0070062;GO:0005615;GO:0005764;GO:0003948;GO:0008233;GO:0043621;GO:0006517;GO:0051604
isogroup51656	GO:0031012;GO:0005578;GO:0005509;GO:0005201;GO:0009653;GO:0090287
isogroup338239	GO:0042025;GO:0004844;GO:0006284
isogroup12484	GO:0016324;GO:0005923;GO:0030425;GO:0012505;GO:0005622;GO:0014069;GO:0045211;GO:0035556;GO:0042552
isogroup89912	GO:0005737;GO:0005739;GO:0005634;GO:0042802;GO:0008134;GO:1903507;GO:0030182;GO:0045893
isogroup288956	GO:0016021;GO:0005743;GO:0005739;GO:0022857;GO:0006839
isogroup173235	GO:0005788;GO:0005789;GO:0016491;GO:0015037;GO:0003756;GO:0045454;GO:0036498;GO:0055114;GO:0006457;GO:0034976
isogroup271891	GO:0005887;GO:0015301;GO:0015106;GO:0005254;GO:0019531;GO:0008271;GO:0015116;GO:0015701;GO:1902476;GO:0051453;GO:0042391
isogroup67693	GO:0016021;GO:0005886;GO:0015234;GO:0015403;GO:0071934;GO:0042723
isogroup546253	GO:0005783;GO:0005794;GO:0005887;GO:0014704;GO:0046691;GO:0045121;GO:0048471;GO:0005886;GO:0034705;GO:0008076;GO:0030018;GO:0051393;GO:0005251;GO:0015271;GO:0019870;GO:0019901;GO:0005102;GO:0097110;GO:0086089;GO:0086087;GO:0086090;GO:0086014;GO:0060081;GO:0098914;GO:0086050;GO:0086052;GO:0051481;GO:0043267;GO:0007219;GO:1900087;GO:2000288;GO:0071435;GO:0055075;GO:0071805;GO:0006813;GO:0051260;GO:0060372;GO:0086091;GO:0050796;GO:0042391;GO:0043266;GO:0019229;GO:0042542;GO:0055093;GO:0001666;GO:0009612;GO:0010033
isogroup35614	GO:0005783;GO:0005768;GO:0005576;GO:0005794;GO:0005887;GO:0005886;GO:0030133;GO:0016303;GO:0005524;GO:0017134;GO:0005007;GO:0008201;GO:0046934;GO:0004713;GO:0005088;GO:0016477;GO:0008543;GO:0042593;GO:0000165;GO:0018108;GO:0055062;GO:0048015;GO:0043085;GO:0008284;GO:2000573;GO:0070374;GO:0010628;GO:0045862;GO:0046777;GO:0070857;GO:2000188;GO:0010715;GO:0019216;GO:0014066
isogroup185519	
isogroup135529	GO:0005783;GO:0016021;GO:0005739;GO:0005886;GO:0043235;GO:0071936;GO:0042813;GO:0017147;GO:0060612;GO:0060033;GO:0009952;GO:1902262;GO:0060348;GO:0048539;GO:0060349;GO:0046849;GO:0060444;GO:0060070;GO:0042074;GO:0060764;GO:0042632;GO:0008203;GO:0042733;GO:0006897;GO:0035426;GO:0001702;GO:0006007;GO:0035108;GO:0060603;GO:0045668;GO:0071901;GO:0002076;GO:0008284;GO:0045600;GO:0002053;GO:0045840;GO:0033690;GO:0051091;GO:0045944;GO:0045893;GO:0042981;GO:0008217;GO:0046850;GO:0060828;GO:0061178;GO:0043434;GO:0009314;GO:0060042;GO:0061299;GO:0061304;GO:0035019;GO:0001944;GO:0016055;GO:0044332
isogroup193929	GO:0015629;GO:0005887;GO:0005886;GO:0004930;GO:0008188;GO:0031628;GO:0042277;GO:0032870;GO:0009582;GO:0007186;GO:0045761;GO:2000479;GO:0043408;GO:1901652
isogroup73265	GO:0005576;GO:0005615;GO:0005578;GO:0005509;GO:0004222;GO:0004252;GO:0008270;GO:0001525;GO:0030154;GO:0030574;GO:0022617;GO:0001554;GO:0001541;GO:0001542;GO:0006508;GO:0051591;GO:0009725
isogroup14171	GO:0005739;GO:0005730;GO:0005634;GO:0003676
isogroup471684	GO:0005615;GO:0005794;GO:0005578;GO:0005509;GO:0005125;GO:0008083;GO:0004222;GO:0008270;GO:0051216;GO:0030154;GO:0001503
isogroup24730	GO:0005737;GO:0005634;GO:0016597;GO:0004070;GO:0005524;GO:0004088;GO:0004151;GO:0008270;GO:0006207;GO:0044205;GO:0006541
isogroup76320	GO:0005737;GO:0016020;GO:0005730;GO:0005654;GO:0005634;GO:0005524;GO:0016887;GO:0003677;GO:0004386;GO:0003723;GO:0000978;GO:0001077;GO:0061630;GO:0031625;GO:0008270;GO:0016569;GO:0006301;GO:0000209;GO:0006355
isogroup6461	GO:0005789;GO:0033116;GO:0070062;GO:0016021;GO:0033180;GO:0005524;GO:0046933;GO:0046961;GO:0017137;GO:0015991;GO:0051656;GO:0045851;GO:0045780;GO:0070374;GO:0045921;GO:0045669;GO:2001206
isogroup20714	GO:0005912;GO:0005923;GO:0016021;GO:0005886;GO:0005918;GO:0061689;GO:0030246;GO:0005044;GO:0045217;GO:0090557;GO:0035002;GO:0035159;GO:0034976;GO:1904274
isogroup634502	GO:0031410;GO:0004622;GO:0046872;GO:0004623;GO:0009395
isogroup112166	GO:0005829;GO:0005794;GO:0031416;GO:0017196
isogroup185388	GO:0098993;GO:0030054;GO:0005829;GO:0030425;GO:0005794;GO:0043229;GO:0043209;GO:0014069;GO:0048786;GO:0045202;GO:0008021;GO:0000795;GO:0043195;GO:0003779;GO:0005524;GO:0048306;GO:0003824;GO:0019901;GO:0007269;GO:0097091
isogroup85982	GO:0005829;GO:0016740;GO:0008270;GO:0016567
isogroup130586	GO:0044599;GO:0005737;GO:0016607;GO:0005654;GO:0005634;GO:0000724;GO:0016197;GO:0015031
isogroup16090	GO:0051537;GO:0003824;GO:0009055;GO:0030151;GO:0030170;GO:0009407
isogroup11721	GO:0005789;GO:0016021;GO:0016020;GO:0003841;GO:0047184;GO:0047144;GO:0036151;GO:0036152;GO:0036150;GO:0008654;GO:0097006
isogroup25725	GO:0005622;GO:0005524;GO:0004672;GO:0004674;GO:0035556;GO:0048812;GO:0018105;GO:0018107;GO:0006468
isogroup21783	GO:0016020;GO:0047442;GO:0020037;GO:0005506;GO:0004508;GO:0007548;GO:0006694
isogroup89790	GO:0000932;GO:0035198;GO:0004842;GO:0008270;GO:0010172;GO:0008543;GO:0000082;GO:0035278;GO:0010586;GO:0021915;GO:0051865;GO:0060964;GO:2000177;GO:0072089
isogroup352355	GO:0042995;GO:0005887;GO:0001518;GO:0005248;GO:0048266;GO:0006954;GO:0019233;GO:0035725
isogroup284324	GO:0016871
isogroup255023	GO:0005829;GO:0070062;GO:0031012;GO:0005794;GO:0005887;GO:0016020;GO:0045121;GO:0005730;GO:0005634;GO:0005886;GO:0005509;GO:0042609;GO:0003677;GO:0019899;GO:0005154;GO:0017128;GO:0017124;GO:0001077;GO:0006953;GO:0006915;GO:0051607;GO:0045071;GO:0006659;GO:0017121;GO:0030168;GO:2000373;GO:0010628;GO:0045089;GO:0045944;GO:0060368;GO:0033003;GO:0035456
isogroup192415	GO:0016324;GO:0005887;GO:0015171;GO:0015193;GO:0005328;GO:0006865;GO:0015838;GO:0015816;GO:0035524;GO:0015824
isogroup181825	GO:0031969;GO:0016021;GO:0000287;GO:0004497;GO:0016984;GO:0019253
isogroup102382	GO:0005635;GO:0005509
isogroup9961	GO:0005923;GO:0005737;GO:0005856;GO:0005634;GO:0048471;GO:0005886;GO:0003677;GO:0042802;GO:0019901;GO:0031996;GO:0005164;GO:0031625;GO:0050699;GO:0008270;GO:0007250;GO:0006915;GO:0046330;GO:0090073;GO:0045860;GO:0042981;GO:0007585;GO:0030323;GO:0007165
isogroup6642	GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0070062;GO:0005509;GO:0007049;GO:0051301;GO:0050896;GO:0007601
isogroup19374	GO:1990718;GO:1904158;GO:0003341;GO:0002064;GO:0007275;GO:0060438;GO:0021591
isogroup44613	GO:0070062;GO:0005739;GO:0005654;GO:0035641
isogroup159122	GO:0016021;GO:0005743;GO:0005524;GO:0042626
isogroup234304	GO:0030424;GO:0031045;GO:0005769;GO:0031901;GO:0005768;GO:0005794;GO:0005797;GO:0000139;GO:0032593;GO:0031902;GO:0043025;GO:0055037;GO:0055038;GO:0071532;GO:0005525;GO:0032794;GO:0003924;GO:0032869;GO:0032456;GO:1902647;GO:1904951;GO:0009306;GO:0001881;GO:0006904
isogroup39247	GO:0005794;GO:0000139;GO:0016021;GO:0015020;GO:0046872;GO:0042285;GO:0006486;GO:0035269
isogroup665789	GO:0015629;GO:0000790;GO:0005654;GO:0005634;GO:0005669;GO:0033276;GO:0003677;GO:0046983;GO:0003700;GO:0044212;GO:0006352;GO:0016573;GO:0006367
isogroup135997	GO:0005829;GO:0031264;GO:0045121;GO:0005739;GO:0043235;GO:0097342;GO:0005524;GO:0070513;GO:0005123;GO:0042802;GO:0032403;GO:0004672;GO:0004674;GO:0004871;GO:0031625;GO:0007257;GO:1990000;GO:0006915;GO:0044257;GO:0071363;GO:0071356;GO:0097191;GO:0070266;GO:0097527;GO:2001237;GO:2001240;GO:0043124;GO:0036289;GO:0043065;GO:2001238;GO:1905206;GO:0043123;GO:0032757;GO:0046330;GO:0045651;GO:0043410;GO:0060545;GO:0010940;GO:0051092;GO:0042327;GO:0043068;GO:0001934;GO:0045944;GO:0032760;GO:0046777;GO:0051291;GO:0051260;GO:0070926;GO:2000377;GO:0034612;GO:0097343;GO:1901026;GO:0070231;GO:0016032
isogroup145255	GO:0005887;GO:0005886;GO:0008519;GO:0072488;GO:0015696;GO:0015843;GO:0009624
isogroup80583	GO:0016021;GO:0005886;GO:0008021;GO:0005267;GO:0046982;GO:0042803;GO:0005249;GO:0071804;GO:0006813
isogroup102015	
isogroup39828	GO:0005829;GO:0005759;GO:0031966;GO:0042405;GO:0005634;GO:0051117;GO:0042802;GO:1990380;GO:0061578;GO:0001012;GO:0004843;GO:0031625;GO:0030036;GO:0034605;GO:0071218;GO:0035640;GO:0070932;GO:0045104;GO:0000226;GO:0006515;GO:0035520;GO:0043161;GO:0071108;GO:0070536;GO:0010810;GO:0006355;GO:0006351
isogroup172114	GO:0016430;GO:0030488
isogroup110237	GO:0016021;GO:0009705;GO:0035618;GO:0005384
isogroup415827	GO:0046872;GO:0003964;GO:0009036;GO:0006310;GO:0090305;GO:0032199;GO:0032197
isogroup120628	GO:0005829;GO:0030552;GO:0007283
isogroup243840	GO:0015935;GO:0003735;GO:0006412
isogroup26102	GO:0003964
isogroup26929	GO:0016021;GO:0008514
isogroup198393	GO:0005737;GO:0005634;GO:0030331;GO:0003341;GO:0007368;GO:0036159;GO:0001764;GO:0036158;GO:0033146;GO:0061136
isogroup29357	GO:0005634;GO:0003677;GO:0046872;GO:0006355;GO:0006351
isogroup333022	GO:0005737
isogroup1560	GO:0005829;GO:0010008;GO:0005770;GO:0031902;GO:0005765;GO:0005764;GO:0005525;GO:0003924;GO:0045022;GO:0008333;GO:0016042;GO:0045732;GO:0048524;GO:0006622;GO:0016032
isogroup378950	GO:0015934;GO:0003723;GO:0003735;GO:0006412
isogroup186662	GO:0005737;GO:0043596;GO:0042393;GO:0000724;GO:0031297
isogroup85924	GO:0030054;GO:0042584;GO:0005737;GO:0016021;GO:0005886;GO:0008021;GO:0030672;GO:0005509;GO:0005544;GO:0005543;GO:0048609;GO:0007269;GO:1903861;GO:0017158;GO:0046883;GO:1903305;GO:0051592
isogroup678281	GO:0009507;GO:0009941;GO:0009570;GO:0005829;GO:0005524;GO:0008887;GO:0004849;GO:0009854;GO:0009853;GO:0006206;GO:0043097
isogroup41238	GO:0097541;GO:0005930;GO:0005737;GO:0005886;GO:0002093;GO:0043010;GO:0072358;GO:0060271;GO:0055123;GO:0042733;GO:0045184;GO:0090521;GO:0001822;GO:0060021;GO:0016476;GO:2000114;GO:0010762;GO:0051893;GO:0032880;GO:1900027;GO:0060541;GO:0032185;GO:0007224
isogroup47314	GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0070062;GO:0005576;GO:0005509;GO:0007049;GO:0051301
isogroup172413	GO:0005737;GO:0005634
isogroup239071	GO:0005813;GO:0005737;GO:0005829;GO:0072686;GO:0005634;GO:0003824;GO:0004197;GO:0008234;GO:0006915;GO:0000910;GO:0040001;GO:0045143;GO:0051307;GO:0000212;GO:0000070;GO:0045875;GO:0045842
isogroup184808	GO:0016021
isogroup11645	GO:0005737;GO:0005829;GO:0070062;GO:0005794;GO:0000139;GO:0043231;GO:0051020;GO:0043001;GO:0045773;GO:0000042
isogroup114199	GO:0009986;GO:0009897;GO:0070062;GO:0005925;GO:0005887;GO:0016020;GO:0045121;GO:0005886;GO:0030667;GO:0019901;GO:0004725;GO:0005001;GO:0042100;GO:0050853;GO:0048539;GO:0044770;GO:0007166;GO:0051607;GO:0016311;GO:0002244;GO:0002378;GO:0006933;GO:0001960;GO:0006469;GO:0001915;GO:0043312;GO:0050857;GO:0030890;GO:2000473;GO:0045860;GO:2000648;GO:0042102;GO:0006470;GO:0051726;GO:0051209;GO:0048864;GO:0030217;GO:0050852
isogroup179828	GO:0070062;GO:0016021;GO:0016020;GO:0008046;GO:0035373;GO:0043395;GO:0030215;GO:0045545;GO:0048675;GO:0007411;GO:0007413;GO:0002043;GO:0001569;GO:0048754;GO:0060326;GO:0050908;GO:0021536;GO:0048843;GO:0007162;GO:2000352;GO:1990138;GO:0097485;GO:0050918;GO:0030836;GO:0045766;GO:0048842;GO:0035413;GO:2001028;GO:0001938;GO:0090091;GO:0051897;GO:0071526;GO:1990256
isogroup68538	GO:0005576;GO:0005794;GO:0045202;GO:0051216;GO:0030154;GO:0009953;GO:0030514;GO:0042664
isogroup65536	GO:0032580;GO:0016021;GO:0050694;GO:0001733;GO:0009247
isogroup57205	GO:0005929;GO:0005768;GO:0005794;GO:0030992;GO:0005525;GO:0003924;GO:0006886;GO:0042073;GO:0007224
isogroup147804	GO:0016021;GO:0031965;GO:0005730
isogroup11469	GO:0070531;GO:0070552;GO:0005737;GO:0005634;GO:0031593;GO:0006915;GO:0007049;GO:0051301;GO:0016569;GO:0006302;GO:0031572;GO:0045739;GO:0010212
isogroup251052	GO:0070062;GO:0005615;GO:0005887;GO:0005886;GO:0031982;GO:0003840;GO:0036374;GO:0071260;GO:0019344;GO:0006536;GO:0006750;GO:0006751;GO:0006749;GO:0019370;GO:0060427;GO:0002682;GO:0050727;GO:0007283;GO:0031638
isogroup39109	GO:0005743;GO:0005739;GO:0005730;GO:0005654;GO:0004095;GO:0006853;GO:0006635
isogroup75918	GO:0005829;GO:0016607;GO:0000977;GO:0003712;GO:0008134;GO:0001227;GO:0090427;GO:0009952;GO:0061312;GO:0060346;GO:0071392;GO:0002063;GO:0035115;GO:0035116;GO:0035880;GO:0003416;GO:0003198;GO:0060364;GO:0043066;GO:0008285;GO:0032792;GO:0045599;GO:0045617;GO:2000678;GO:0002076;GO:0003148;GO:0030513;GO:2001055;GO:0045669;GO:0051795;GO:0023019;GO:0048863;GO:0006351;GO:0035313
isogroup50953	GO:0005581;GO:0005576;GO:0031232;GO:0030246;GO:0097367;GO:0001664;GO:0046872;GO:0033691;GO:0008329;GO:0002752;GO:0001867;GO:0007186;GO:0046597;GO:2000484;GO:0034394;GO:0043654
isogroup26095	GO:0008021;GO:0002244
isogroup48747	GO:0031519;GO:1990841;GO:0008270;GO:0021549;GO:0016569;GO:0035701;GO:0045814;GO:0060215;GO:0006355;GO:0006351
isogroup782617	GO:0005737;GO:0070062;GO:0004364
isogroup42799	GO:0005829;GO:0005768;GO:0005802;GO:0006895;GO:0015031
isogroup404861	GO:0005789;GO:0016021;GO:0015194;GO:0008654
isogroup61974	GO:0005634;GO:0003743
isogroup276643	GO:0005829;GO:0005739;GO:0005777;GO:0003857;GO:0004165;GO:0004300;GO:0019899;GO:0005102;GO:0006637;GO:0006635;GO:0006475
isogroup261296	GO:0005739;GO:0005634;GO:0008083;GO:0016787
isogroup56193	GO:0005768;GO:0016021;GO:0005886;GO:0005802;GO:0005524;GO:0000287;GO:0004012;GO:0006897;GO:0006890
isogroup8707	GO:0005737;GO:0000334;GO:0005506;GO:0009435
isogroup174016	GO:0003676;GO:0008270;GO:0015074
isogroup412846	GO:0016021
isogroup101121	GO:0005829;GO:0005925;GO:0005654;GO:0000124;GO:0030914;GO:0004402;GO:0003713;GO:0043966;GO:0006357;GO:0006351
isogroup66830	GO:0005737;GO:0050750
isogroup46417	GO:0016021;GO:0030246;GO:0004930;GO:0016524;GO:0007166;GO:0007186
isogroup15708	GO:0005829;GO:0032839;GO:0044294;GO:0005654;GO:0005634;GO:0048471;GO:0032587;GO:0045202;GO:0005524;GO:0016301;GO:0004672;GO:0004674;GO:0048365;GO:0001764;GO:0045773;GO:0050775;GO:0060999;GO:0043547;GO:0046777;GO:0050773
isogroup276409	GO:0005887;GO:0016020;GO:0042577;GO:0008195;GO:0046839;GO:0006644;GO:0007165
isogroup46111	GO:0005905;GO:0005829;GO:0005925;GO:0005887;GO:0005765;GO:0016020;GO:0005730;GO:0048471;GO:0043235;GO:0016964;GO:0034185;GO:0005509;GO:0032403;GO:0003723;GO:0035909;GO:0043277;GO:0097242;GO:0003279;GO:0008203;GO:0060976;GO:2000587;GO:0014912;GO:0030178;GO:0010875;GO:0032370;GO:0006898;GO:0032956;GO:0032374;GO:0032429
isogroup244036	GO:0005829;GO:0017112;GO:0061024
isogroup18096	GO:0005783;GO:0070062;GO:0016021;GO:0016409;GO:0019706;GO:0018345
isogroup171413	GO:0000932;GO:0035198;GO:0004842;GO:0008270;GO:0010172;GO:0008543;GO:0000082;GO:0035278;GO:0010586;GO:0021915;GO:0051865;GO:0060964;GO:2000177;GO:0072089
isogroup28821	
isogroup32331	GO:0005578;GO:0005509;GO:0008191;GO:0007165
isogroup148358	GO:0005789;GO:0031090;GO:0070330;GO:0020037;GO:0005506;GO:0004497
isogroup108546	GO:0000932
isogroup109698	GO:0031463;GO:0005634;GO:0048471;GO:0042803;GO:0016567
isogroup3448	GO:0005783;GO:0004013;GO:0006730
isogroup122061	GO:0005737;GO:0005634;GO:0000151;GO:0031625;GO:0004842;GO:0035556
isogroup92308	GO:0070062;GO:0005615;GO:0005622;GO:0005578;GO:0008201;GO:0005178;GO:0030036;GO:0007155;GO:0030199;GO:0032963;GO:0048251
isogroup23912	GO:0016021;GO:0022857;GO:0006820;GO:0006887;GO:1903955;GO:1903146;GO:0055085
isogroup11633	GO:0005615;GO:0097180;GO:0004252;GO:0097655;GO:0007586
isogroup118752	GO:0005829;GO:0005782;GO:0005777;GO:0019899;GO:0005053;GO:0042803;GO:0001958;GO:0008611;GO:0006635;GO:0001764;GO:0007031;GO:0016558;GO:0006625
isogroup1145	GO:0005576;GO:0030246
isogroup73334	GO:0005634;GO:0035861;GO:0000151;GO:0003682;GO:0042393;GO:0070530;GO:0043130;GO:0004842;GO:0008270;GO:0006974;GO:0006302;GO:0070535;GO:0035518;GO:0036351;GO:0036352;GO:0045190;GO:0034244;GO:0045739;GO:0070534;GO:0016567;GO:0010212;GO:0006511
isogroup182872	GO:0005911;GO:0070062;GO:0030175;GO:0005925;GO:0005887;GO:0030027;GO:0005634;GO:0048471;GO:0005886;GO:0005509;GO:0007015;GO:0009653;GO:0007155;GO:0016477;GO:0007267;GO:0007163;GO:0007156;GO:0016337
isogroup142293	
isogroup50302	GO:0005737;GO:0005634;GO:0000943;GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523;GO:0008270;GO:0015074;GO:0006310;GO:0032197
isogroup68952	GO:0005829;GO:0005634;GO:0005096;GO:0046580;GO:0007265;GO:0032005
