sym3_c0_seq1	sym3
sym79629_c0_seq1	sym79629
sym79629_c0_seq2	sym79629
sym79634_c0_seq1	sym79634
sym79635_c0_seq1	sym79635
sym79638_c0_seq1	sym79638
sym79644_c0_seq1	sym79644
sym79645_c0_seq1	sym79645
sym79645_c0_seq2	sym79645
sym79645_c0_seq3	sym79645
sym79652_c0_seq1	sym79652
sym79654_c0_seq1	sym79654
sym79657_c0_seq1	sym79657
sym79661_c0_seq1	sym79661
sym79664_c0_seq1	sym79664
sym79665_c0_seq1	sym79665
sym79682_c0_seq1	sym79682
sym79682_c0_seq2	sym79682
sym79683_c0_seq2	sym79683
sym79684_c0_seq1	sym79684
sym79698_c1_seq1	sym79698
sym79702_c0_seq1	sym79702
sym79703_c0_seq1	sym79703
sym79717_c0_seq1	sym79717
sym79720_c0_seq1	sym79720
sym79722_c0_seq1	sym79722
sym79736_c0_seq1	sym79736
sym79741_c0_seq1	sym79741
sym79761_c0_seq1	sym79761
sym79765_c0_seq1	sym79765
sym79785_c0_seq1	sym79785
sym79803_c0_seq1	sym79803
sym79803_c0_seq2	sym79803
sym79805_c0_seq1	sym79805
sym79807_c0_seq1	sym79807
sym79821_c0_seq1	sym79821
sym79827_c0_seq1	sym79827
sym79830_c0_seq1	sym79830
sym79831_c0_seq1	sym79831
sym79834_c0_seq1	sym79834
sym79834_c0_seq2	sym79834
sym79840_c0_seq1	sym79840
sym79842_c0_seq1	sym79842
sym79850_c0_seq1	sym79850
sym79855_c0_seq1	sym79855
sym79860_c0_seq1	sym79860
sym79866_c0_seq1	sym79866
sym79874_c0_seq1	sym79874
sym79880_c0_seq1	sym79880
sym79887_c0_seq2	sym79887
sym79915_c0_seq1	sym79915
sym79921_c0_seq1	sym79921
sym79928_c0_seq1	sym79928
sym79928_c0_seq2	sym79928
sym79933_c0_seq1	sym79933
sym79937_c0_seq1	sym79937
sym79943_c0_seq1	sym79943
sym79949_c0_seq1	sym79949
sym79951_c0_seq1	sym79951
sym79955_c0_seq1	sym79955
sym79961_c0_seq1	sym79961
sym79965_c0_seq1	sym79965
sym79971_c0_seq1	sym79971
sym79987_c0_seq1	sym79987
sym79991_c0_seq1	sym79991
sym79993_c0_seq1	sym79993
sym80000_c0_seq1	sym80000
sym80009_c0_seq1	sym80009
sym80015_c0_seq1	sym80015
sym80027_c0_seq1	sym80027
sym80030_c0_seq1	sym80030
sym80043_c0_seq1	sym80043
sym80045_c0_seq1	sym80045
sym80057_c0_seq1	sym80057
sym80060_c0_seq1	sym80060
sym80065_c0_seq1	sym80065
sym80068_c0_seq1	sym80068
sym80080_c0_seq1	sym80080
sym80087_c0_seq1	sym80087
sym80089_c0_seq1	sym80089
sym80105_c0_seq1	sym80105
sym80120_c0_seq1	sym80120
sym80132_c0_seq1	sym80132
sym80137_c0_seq1	sym80137
sym80144_c0_seq1	sym80144
sym80146_c0_seq1	sym80146
sym80147_c0_seq1	sym80147
sym80151_c0_seq1	sym80151
sym80158_c0_seq1	sym80158
sym80167_c0_seq1	sym80167
sym80172_c0_seq1	sym80172
sym80176_c0_seq1	sym80176
sym80182_c0_seq1	sym80182
sym80183_c0_seq1	sym80183
sym80187_c0_seq1	sym80187
sym80190_c0_seq1	sym80190
sym80200_c0_seq1	sym80200
sym80205_c0_seq1	sym80205
sym80206_c0_seq1	sym80206
sym80206_c0_seq2	sym80206
sym80209_c0_seq1	sym80209
sym80210_c0_seq1	sym80210
sym80217_c0_seq1	sym80217
sym80227_c0_seq1	sym80227
sym80227_c0_seq2	sym80227
sym80232_c0_seq1	sym80232
sym80235_c0_seq1	sym80235
sym80242_c0_seq1	sym80242
sym80249_c0_seq1	sym80249
sym80255_c0_seq1	sym80255
sym80257_c0_seq1	sym80257
sym80259_c0_seq1	sym80259
sym80277_c0_seq1	sym80277
sym80294_c0_seq1	sym80294
sym80301_c0_seq1	sym80301
sym80301_c0_seq2	sym80301
sym80315_c0_seq1	sym80315
sym80321_c0_seq1	sym80321
sym80324_c0_seq1	sym80324
sym80328_c0_seq1	sym80328
sym80331_c0_seq1	sym80331
sym80331_c0_seq2	sym80331
sym80332_c0_seq1	sym80332
sym80351_c0_seq1	sym80351
sym80351_c0_seq2	sym80351
sym80355_c0_seq1	sym80355
sym80355_c0_seq2	sym80355
sym80374_c0_seq1	sym80374
sym80381_c0_seq1	sym80381
sym80392_c0_seq1	sym80392
sym80392_c0_seq2	sym80392
sym80399_c0_seq1	sym80399
sym80411_c0_seq1	sym80411
sym80420_c0_seq1	sym80420
sym80421_c0_seq1	sym80421
sym80432_c0_seq1	sym80432
sym80443_c0_seq1	sym80443
sym80445_c0_seq1	sym80445
sym80448_c0_seq1	sym80448
sym80454_c0_seq1	sym80454
sym80468_c0_seq1	sym80468
sym80493_c0_seq1	sym80493
sym80498_c0_seq1	sym80498
sym80505_c0_seq1	sym80505
sym80507_c0_seq1	sym80507
sym80510_c0_seq1	sym80510
sym80517_c0_seq1	sym80517
sym80526_c0_seq1	sym80526
sym80526_c0_seq2	sym80526
sym80535_c0_seq1	sym80535
sym80543_c0_seq1	sym80543
sym80571_c0_seq1	sym80571
sym80571_c0_seq2	sym80571
sym80579_c0_seq1	sym80579
sym80592_c0_seq1	sym80592
sym80605_c0_seq1	sym80605
sym80608_c0_seq1	sym80608
sym80614_c0_seq1	sym80614
sym80615_c0_seq1	sym80615
sym80616_c0_seq1	sym80616
sym80618_c0_seq1	sym80618
sym80633_c0_seq1	sym80633
sym80634_c0_seq1	sym80634
sym80639_c0_seq1	sym80639
sym80640_c0_seq1	sym80640
sym80649_c0_seq1	sym80649
sym80660_c0_seq1	sym80660
sym80665_c0_seq1	sym80665
sym80670_c0_seq1	sym80670
sym80687_c0_seq1	sym80687
sym80693_c0_seq1	sym80693
sym80697_c0_seq1	sym80697
sym80701_c0_seq1	sym80701
sym80707_c0_seq1	sym80707
sym80721_c0_seq1	sym80721
sym80728_c0_seq1	sym80728
sym80730_c0_seq1	sym80730
sym80730_c1_seq1	sym80730
sym80735_c0_seq1	sym80735
sym80738_c0_seq1	sym80738
sym80738_c0_seq2	sym80738
sym80741_c0_seq1	sym80741
sym80744_c0_seq1	sym80744
sym80756_c0_seq1	sym80756
sym80760_c0_seq1	sym80760
sym80760_c0_seq2	sym80760
sym80763_c0_seq1	sym80763
sym80764_c0_seq1	sym80764
sym80786_c0_seq1	sym80786
sym80798_c0_seq1	sym80798
sym80799_c0_seq1	sym80799
sym80809_c0_seq1	sym80809
sym80816_c0_seq1	sym80816
sym80818_c0_seq1	sym80818
sym80842_c0_seq1	sym80842
sym80846_c0_seq1	sym80846
sym80855_c0_seq1	sym80855
sym80859_c0_seq1	sym80859
sym80859_c0_seq2	sym80859
sym80869_c0_seq1	sym80869
sym80874_c0_seq1	sym80874
sym80897_c0_seq1	sym80897
sym80899_c0_seq1	sym80899
sym80909_c0_seq1	sym80909
sym80921_c0_seq1	sym80921
sym80928_c0_seq1	sym80928
sym80930_c0_seq1	sym80930
sym80931_c0_seq1	sym80931
sym80956_c0_seq1	sym80956
sym80956_c0_seq2	sym80956
sym80967_c0_seq1	sym80967
sym80968_c0_seq1	sym80968
sym80991_c0_seq1	sym80991
sym81014_c0_seq1	sym81014
sym81017_c0_seq1	sym81017
sym81021_c0_seq1	sym81021
sym81021_c0_seq2	sym81021
sym81033_c0_seq1	sym81033
sym81035_c0_seq1	sym81035
sym81039_c0_seq1	sym81039
sym81044_c0_seq1	sym81044
sym81046_c0_seq1	sym81046
sym81046_c0_seq2	sym81046
sym81052_c0_seq1	sym81052
sym81056_c0_seq1	sym81056
sym81057_c0_seq1	sym81057
sym81059_c0_seq1	sym81059
sym81063_c0_seq1	sym81063
sym81077_c0_seq1	sym81077
sym81084_c0_seq1	sym81084
sym81089_c0_seq1	sym81089
sym81106_c0_seq1	sym81106
sym81112_c0_seq1	sym81112
sym81114_c0_seq1	sym81114
sym81114_c0_seq2	sym81114
sym81116_c0_seq1	sym81116
sym81116_c0_seq2	sym81116
sym81118_c0_seq1	sym81118
sym81119_c0_seq1	sym81119
sym81123_c0_seq1	sym81123
sym81151_c0_seq1	sym81151
sym81157_c0_seq1	sym81157
sym81173_c0_seq1	sym81173
sym81177_c0_seq1	sym81177
sym81182_c0_seq2	sym81182
sym81195_c0_seq1	sym81195
sym81198_c0_seq1	sym81198
sym81200_c0_seq1	sym81200
sym81201_c1_seq1	sym81201
sym81202_c0_seq1	sym81202
sym81202_c0_seq2	sym81202
sym81205_c0_seq1	sym81205
sym81212_c0_seq1	sym81212
sym81229_c0_seq1	sym81229
sym81234_c0_seq1	sym81234
sym81238_c0_seq1	sym81238
sym81240_c0_seq1	sym81240
sym81249_c0_seq1	sym81249
sym81254_c0_seq1	sym81254
sym81255_c0_seq1	sym81255
sym81255_c0_seq2	sym81255
sym81262_c0_seq1	sym81262
sym81268_c0_seq1	sym81268
sym81277_c0_seq1	sym81277
sym81283_c0_seq1	sym81283
sym81289_c0_seq1	sym81289
sym81306_c0_seq1	sym81306
sym81314_c0_seq1	sym81314
sym81319_c0_seq1	sym81319
sym81323_c0_seq1	sym81323
sym81335_c0_seq1	sym81335
sym81337_c0_seq1	sym81337
sym81337_c0_seq2	sym81337
sym81344_c0_seq1	sym81344
sym81349_c0_seq1	sym81349
sym81362_c0_seq1	sym81362
sym81368_c0_seq1	sym81368
sym81376_c0_seq1	sym81376
sym81379_c0_seq1	sym81379
sym81396_c0_seq1	sym81396
sym81409_c0_seq1	sym81409
sym81413_c0_seq1	sym81413
sym81424_c0_seq1	sym81424
sym81439_c0_seq1	sym81439
sym81445_c0_seq1	sym81445
sym81447_c0_seq1	sym81447
sym81461_c0_seq1	sym81461
sym81462_c0_seq1	sym81462
sym81488_c0_seq1	sym81488
sym81492_c0_seq1	sym81492
sym81504_c0_seq1	sym81504
sym81524_c0_seq1	sym81524
sym81531_c0_seq1	sym81531
sym81550_c0_seq1	sym81550
sym81568_c0_seq1	sym81568
sym81579_c0_seq1	sym81579
sym81580_c0_seq1	sym81580
sym81586_c0_seq1	sym81586
sym81587_c0_seq1	sym81587
sym81587_c0_seq2	sym81587
sym81588_c0_seq1	sym81588
sym81588_c0_seq2	sym81588
sym81595_c0_seq1	sym81595
sym81598_c0_seq1	sym81598
sym81607_c0_seq1	sym81607
sym81617_c0_seq1	sym81617
sym81631_c0_seq1	sym81631
sym81634_c0_seq1	sym81634
sym81646_c0_seq1	sym81646
sym81649_c0_seq1	sym81649
sym81651_c0_seq1	sym81651
sym81657_c0_seq1	sym81657
sym81657_c0_seq2	sym81657
sym81667_c0_seq1	sym81667
sym81668_c0_seq1	sym81668
sym81684_c0_seq1	sym81684
sym81687_c0_seq1	sym81687
sym81701_c0_seq1	sym81701
sym81702_c0_seq1	sym81702
sym81713_c0_seq1	sym81713
sym81715_c0_seq1	sym81715
sym81735_c0_seq1	sym81735
sym81763_c0_seq1	sym81763
sym81768_c0_seq1	sym81768
sym81774_c0_seq1	sym81774
sym81790_c0_seq1	sym81790
sym81794_c0_seq1	sym81794
sym81797_c0_seq1	sym81797
sym81798_c0_seq1	sym81798
sym81798_c0_seq2	sym81798
sym81812_c0_seq1	sym81812
sym81812_c0_seq2	sym81812
sym81816_c0_seq1	sym81816
sym81824_c0_seq1	sym81824
sym81831_c0_seq1	sym81831
sym81841_c0_seq1	sym81841
sym81843_c0_seq1	sym81843
sym81864_c0_seq1	sym81864
sym81870_c0_seq1	sym81870
sym81874_c0_seq1	sym81874
sym81883_c0_seq1	sym81883
sym81903_c0_seq1	sym81903
sym81913_c0_seq1	sym81913
sym81919_c0_seq1	sym81919
sym81922_c0_seq1	sym81922
sym81922_c0_seq2	sym81922
sym81953_c0_seq1	sym81953
sym81953_c0_seq2	sym81953
sym81954_c0_seq1	sym81954
sym81959_c0_seq1	sym81959
sym81964_c0_seq1	sym81964
sym81966_c0_seq1	sym81966
sym81975_c0_seq1	sym81975
sym81979_c0_seq1	sym81979
sym81987_c0_seq1	sym81987
sym81996_c0_seq1	sym81996
sym82003_c0_seq1	sym82003
sym82007_c0_seq1	sym82007
sym82008_c0_seq1	sym82008
sym82017_c0_seq1	sym82017
sym82025_c0_seq1	sym82025
sym82036_c0_seq1	sym82036
sym82042_c0_seq1	sym82042
sym82047_c0_seq1	sym82047
sym82051_c0_seq1	sym82051
sym82053_c0_seq1	sym82053
sym82055_c0_seq1	sym82055
sym82066_c0_seq2	sym82066
sym82067_c0_seq1	sym82067
sym82070_c0_seq1	sym82070
sym82080_c0_seq1	sym82080
sym82091_c0_seq1	sym82091
sym82110_c0_seq1	sym82110
sym82110_c0_seq2	sym82110
sym82112_c0_seq1	sym82112
sym82113_c0_seq1	sym82113
sym82129_c0_seq1	sym82129
sym82136_c0_seq1	sym82136
sym82166_c0_seq1	sym82166
sym82167_c0_seq1	sym82167
sym82171_c0_seq1	sym82171
sym82182_c0_seq1	sym82182
sym82193_c0_seq1	sym82193
sym82199_c0_seq1	sym82199
sym82203_c0_seq1	sym82203
sym82209_c0_seq1	sym82209
sym82217_c0_seq1	sym82217
sym82219_c0_seq1	sym82219
sym82219_c0_seq2	sym82219
sym82227_c0_seq1	sym82227
sym82236_c0_seq1	sym82236
sym82259_c0_seq1	sym82259
sym82282_c0_seq1	sym82282
sym82287_c0_seq1	sym82287
sym82289_c0_seq1	sym82289
sym82289_c0_seq2	sym82289
sym82291_c0_seq1	sym82291
sym82293_c0_seq1	sym82293
sym82296_c0_seq1	sym82296
sym82306_c0_seq1	sym82306
sym82309_c0_seq1	sym82309
sym82315_c0_seq1	sym82315
sym82316_c0_seq1	sym82316
sym82318_c0_seq1	sym82318
sym82337_c0_seq1	sym82337
sym82346_c0_seq1	sym82346
sym82351_c0_seq1	sym82351
sym82353_c0_seq1	sym82353
sym82371_c0_seq1	sym82371
sym82380_c0_seq1	sym82380
sym82384_c0_seq1	sym82384
sym82393_c0_seq1	sym82393
sym82415_c0_seq1	sym82415
sym82423_c0_seq1	sym82423
sym82429_c0_seq1	sym82429
sym82431_c0_seq1	sym82431
sym82433_c0_seq1	sym82433
sym82434_c0_seq1	sym82434
sym82441_c0_seq1	sym82441
sym82442_c0_seq1	sym82442
sym82445_c0_seq1	sym82445
sym82449_c0_seq1	sym82449
sym82450_c0_seq1	sym82450
sym82458_c0_seq1	sym82458
sym82461_c0_seq1	sym82461
sym82463_c0_seq1	sym82463
sym82466_c0_seq1	sym82466
sym82478_c0_seq1	sym82478
sym82502_c0_seq1	sym82502
sym82504_c0_seq1	sym82504
sym82506_c0_seq1	sym82506
sym82508_c0_seq1	sym82508
sym82514_c0_seq2	sym82514
sym82520_c0_seq1	sym82520
sym82522_c0_seq1	sym82522
sym82543_c0_seq1	sym82543
sym82564_c0_seq1	sym82564
sym82571_c0_seq1	sym82571
sym82573_c0_seq1	sym82573
sym82583_c0_seq1	sym82583
sym82588_c0_seq1	sym82588
sym82608_c0_seq1	sym82608
sym82622_c0_seq1	sym82622
sym82633_c0_seq1	sym82633
sym82633_c0_seq2	sym82633
sym82635_c0_seq1	sym82635
sym82643_c0_seq1	sym82643
sym82646_c0_seq1	sym82646
sym82657_c0_seq1	sym82657
sym82672_c0_seq1	sym82672
sym82672_c0_seq2	sym82672
sym82687_c0_seq1	sym82687
sym82692_c0_seq1	sym82692
sym82698_c0_seq1	sym82698
sym82699_c0_seq1	sym82699
sym82700_c0_seq1	sym82700
sym82724_c0_seq1	sym82724
sym82728_c0_seq1	sym82728
sym82731_c0_seq1	sym82731
sym82734_c0_seq1	sym82734
sym82740_c0_seq1	sym82740
sym82744_c0_seq1	sym82744
sym82752_c0_seq1	sym82752
sym82765_c0_seq1	sym82765
sym82769_c0_seq1	sym82769
sym82774_c0_seq1	sym82774
sym82778_c0_seq1	sym82778
sym82787_c0_seq2	sym82787
sym82791_c0_seq1	sym82791
sym82795_c0_seq1	sym82795
sym82817_c0_seq1	sym82817
sym82822_c0_seq1	sym82822
sym82827_c0_seq1	sym82827
sym82846_c0_seq1	sym82846
sym82847_c0_seq1	sym82847
sym82847_c0_seq2	sym82847
sym82852_c0_seq1	sym82852
sym82855_c0_seq1	sym82855
sym82858_c0_seq1	sym82858
sym82859_c0_seq1	sym82859
sym82862_c0_seq2	sym82862
sym82880_c0_seq1	sym82880
sym82897_c0_seq1	sym82897
sym82899_c0_seq1	sym82899
sym82901_c0_seq1	sym82901
sym82901_c0_seq2	sym82901
sym82907_c0_seq1	sym82907
sym82917_c0_seq1	sym82917
sym82936_c0_seq1	sym82936
sym82936_c0_seq2	sym82936
sym82937_c0_seq1	sym82937
sym82937_c0_seq2	sym82937
sym82941_c0_seq1	sym82941
sym82949_c0_seq1	sym82949
sym82951_c0_seq1	sym82951
sym82955_c0_seq1	sym82955
sym82962_c0_seq2	sym82962
sym82974_c0_seq1	sym82974
sym82981_c0_seq1	sym82981
sym82981_c0_seq2	sym82981
sym82985_c0_seq1	sym82985
sym82989_c0_seq1	sym82989
sym83003_c0_seq1	sym83003
sym83026_c0_seq1	sym83026
sym83041_c0_seq1	sym83041
sym83044_c0_seq1	sym83044
sym83045_c0_seq1	sym83045
sym83054_c0_seq1	sym83054
sym83059_c0_seq1	sym83059
sym83061_c0_seq1	sym83061
sym83090_c0_seq1	sym83090
sym83096_c0_seq1	sym83096
sym83103_c0_seq1	sym83103
sym83109_c0_seq1	sym83109
sym83120_c0_seq1	sym83120
sym83139_c0_seq1	sym83139
sym83143_c0_seq1	sym83143
sym83157_c0_seq1	sym83157
sym83157_c0_seq2	sym83157
sym83161_c0_seq1	sym83161
sym83163_c0_seq1	sym83163
sym83166_c0_seq1	sym83166
sym83166_c0_seq2	sym83166
sym83168_c0_seq1	sym83168
sym83172_c0_seq1	sym83172
sym83185_c0_seq1	sym83185
sym83187_c0_seq1	sym83187
sym83205_c0_seq1	sym83205
sym83215_c0_seq2	sym83215
sym83220_c0_seq1	sym83220
sym83237_c0_seq1	sym83237
sym83245_c0_seq1	sym83245
sym83245_c0_seq2	sym83245
sym83249_c0_seq1	sym83249
sym83263_c0_seq1	sym83263
sym83282_c0_seq1	sym83282
sym83284_c0_seq1	sym83284
sym83296_c0_seq1	sym83296
sym83297_c0_seq1	sym83297
sym83307_c0_seq1	sym83307
sym83312_c0_seq1	sym83312
sym83319_c0_seq1	sym83319
sym83338_c0_seq1	sym83338
sym83340_c0_seq1	sym83340
sym83382_c0_seq1	sym83382
sym83383_c0_seq1	sym83383
sym83391_c0_seq1	sym83391
sym83405_c0_seq1	sym83405
sym83410_c0_seq1	sym83410
sym83421_c0_seq1	sym83421
sym83422_c0_seq1	sym83422
sym83430_c0_seq1	sym83430
sym83437_c0_seq1	sym83437
sym83448_c0_seq2	sym83448
sym83468_c0_seq1	sym83468
sym83486_c0_seq1	sym83486
sym83503_c0_seq1	sym83503
sym83504_c0_seq1	sym83504
sym83527_c0_seq1	sym83527
sym83527_c0_seq2	sym83527
sym83529_c0_seq1	sym83529
sym83529_c0_seq2	sym83529
sym83535_c0_seq1	sym83535
sym83538_c0_seq1	sym83538
sym83538_c0_seq2	sym83538
sym83546_c0_seq1	sym83546
sym83549_c0_seq1	sym83549
sym83557_c0_seq1	sym83557
sym83561_c0_seq1	sym83561
sym83564_c0_seq1	sym83564
sym83565_c0_seq1	sym83565
sym83579_c0_seq1	sym83579
sym83580_c0_seq1	sym83580
sym83581_c0_seq1	sym83581
sym83585_c0_seq1	sym83585
sym83602_c0_seq1	sym83602
sym83649_c0_seq1	sym83649
sym83654_c0_seq1	sym83654
sym83654_c0_seq2	sym83654
sym83660_c0_seq1	sym83660
sym83665_c0_seq1	sym83665
sym83671_c0_seq1	sym83671
sym83673_c0_seq1	sym83673
sym83693_c0_seq1	sym83693
sym83699_c0_seq1	sym83699
sym83708_c0_seq1	sym83708
sym83708_c0_seq2	sym83708
sym83714_c0_seq1	sym83714
sym83721_c0_seq1	sym83721
sym83724_c0_seq1	sym83724
sym83729_c0_seq1	sym83729
sym83732_c0_seq1	sym83732
sym83744_c0_seq1	sym83744
sym83749_c0_seq1	sym83749
sym83749_c0_seq2	sym83749
sym83751_c0_seq1	sym83751
sym83752_c0_seq1	sym83752
sym83756_c0_seq1	sym83756
sym83758_c0_seq1	sym83758
sym83759_c0_seq1	sym83759
sym83775_c0_seq1	sym83775
sym83777_c0_seq1	sym83777
sym83786_c0_seq1	sym83786
sym83787_c0_seq1	sym83787
sym83799_c0_seq1	sym83799
sym83819_c0_seq1	sym83819
sym83820_c0_seq1	sym83820
sym83841_c0_seq1	sym83841
sym83860_c0_seq1	sym83860
sym83870_c0_seq1	sym83870
sym83875_c0_seq1	sym83875
sym83877_c0_seq1	sym83877
sym83908_c0_seq1	sym83908
sym83923_c0_seq1	sym83923
sym83923_c0_seq2	sym83923
sym83936_c0_seq1	sym83936
sym83937_c0_seq1	sym83937
sym83941_c0_seq1	sym83941
sym83946_c0_seq1	sym83946
sym83947_c0_seq1	sym83947
sym83948_c0_seq1	sym83948
sym83954_c0_seq1	sym83954
sym83977_c0_seq1	sym83977
sym83979_c0_seq1	sym83979
sym83979_c0_seq2	sym83979
sym83986_c0_seq1	sym83986
sym83993_c0_seq1	sym83993
sym83996_c0_seq1	sym83996
sym83999_c0_seq1	sym83999
sym84008_c0_seq1	sym84008
sym84010_c0_seq1	sym84010
sym84011_c0_seq1	sym84011
sym84013_c0_seq1	sym84013
sym84013_c0_seq2	sym84013
sym84043_c0_seq1	sym84043
sym84049_c0_seq1	sym84049
sym84051_c0_seq1	sym84051
sym84055_c0_seq1	sym84055
sym84066_c0_seq1	sym84066
sym84067_c0_seq1	sym84067
sym84067_c0_seq2	sym84067
sym84073_c0_seq1	sym84073
sym84073_c0_seq2	sym84073
sym84082_c0_seq1	sym84082
sym84085_c0_seq1	sym84085
sym84095_c0_seq1	sym84095
sym84098_c0_seq1	sym84098
sym84104_c0_seq1	sym84104
sym84108_c0_seq1	sym84108
sym84108_c0_seq2	sym84108
sym84110_c0_seq1	sym84110
sym84114_c0_seq1	sym84114
sym84123_c0_seq2	sym84123
sym84132_c0_seq1	sym84132
sym84141_c0_seq1	sym84141
sym84154_c0_seq1	sym84154
sym84169_c0_seq1	sym84169
sym84178_c0_seq1	sym84178
sym84186_c0_seq1	sym84186
sym84193_c0_seq1	sym84193
sym84197_c0_seq1	sym84197
sym84203_c0_seq1	sym84203
sym84206_c0_seq1	sym84206
sym84215_c0_seq1	sym84215
sym84248_c0_seq1	sym84248
sym84251_c0_seq1	sym84251
sym84254_c0_seq1	sym84254
sym84257_c0_seq1	sym84257
sym84260_c0_seq1	sym84260
sym84265_c0_seq1	sym84265
sym84271_c0_seq1	sym84271
sym84289_c0_seq1	sym84289
sym84296_c0_seq1	sym84296
sym84299_c0_seq1	sym84299
sym84303_c0_seq1	sym84303
sym84308_c0_seq1	sym84308
sym84316_c0_seq1	sym84316
sym84323_c0_seq1	sym84323
sym84339_c0_seq1	sym84339
sym84363_c0_seq1	sym84363
sym84363_c0_seq2	sym84363
sym84381_c0_seq1	sym84381
sym84381_c0_seq2	sym84381
sym84382_c0_seq1	sym84382
sym84387_c0_seq1	sym84387
sym84387_c0_seq2	sym84387
sym84388_c0_seq1	sym84388
sym84390_c0_seq1	sym84390
sym84395_c0_seq1	sym84395
sym84398_c0_seq1	sym84398
sym84411_c0_seq1	sym84411
sym84423_c0_seq1	sym84423
sym84430_c0_seq1	sym84430
sym84431_c0_seq1	sym84431
sym84434_c0_seq1	sym84434
sym84435_c0_seq1	sym84435
sym84444_c0_seq1	sym84444
sym84451_c0_seq1	sym84451
sym84452_c0_seq1	sym84452
sym84455_c0_seq1	sym84455
sym84457_c0_seq1	sym84457
sym84466_c0_seq1	sym84466
sym84485_c0_seq1	sym84485
sym84487_c0_seq1	sym84487
sym84494_c0_seq1	sym84494
sym84526_c0_seq1	sym84526
sym84530_c0_seq1	sym84530
sym84537_c0_seq1	sym84537
sym84541_c0_seq1	sym84541
sym84545_c0_seq1	sym84545
sym84548_c0_seq1	sym84548
sym84552_c0_seq1	sym84552
sym84556_c0_seq1	sym84556
sym84557_c0_seq1	sym84557
sym84558_c0_seq1	sym84558
sym84559_c0_seq1	sym84559
sym84572_c0_seq1	sym84572
sym84583_c0_seq1	sym84583
sym84617_c0_seq1	sym84617
sym84621_c0_seq1	sym84621
sym84624_c0_seq1	sym84624
sym84632_c0_seq1	sym84632
sym84638_c0_seq1	sym84638
sym84645_c0_seq1	sym84645
sym84652_c0_seq1	sym84652
sym84656_c0_seq2	sym84656
sym84682_c0_seq1	sym84682
sym84689_c0_seq1	sym84689
sym84691_c0_seq1	sym84691
sym84705_c0_seq1	sym84705
sym84712_c0_seq1	sym84712
sym84715_c0_seq1	sym84715
sym84722_c0_seq1	sym84722
sym84732_c0_seq1	sym84732
sym84735_c0_seq1	sym84735
sym84735_c0_seq2	sym84735
sym84756_c0_seq1	sym84756
sym84757_c0_seq1	sym84757
sym84761_c0_seq1	sym84761
sym84787_c0_seq1	sym84787
sym84791_c0_seq1	sym84791
sym84793_c0_seq1	sym84793
sym84794_c0_seq1	sym84794
sym84810_c0_seq1	sym84810
sym84811_c0_seq2	sym84811
sym84814_c0_seq1	sym84814
sym84814_c0_seq2	sym84814
sym84822_c0_seq1	sym84822
sym84824_c0_seq1	sym84824
sym84828_c0_seq1	sym84828
sym84838_c0_seq1	sym84838
sym84846_c0_seq1	sym84846
sym84853_c0_seq1	sym84853
sym84857_c0_seq1	sym84857
sym84857_c0_seq2	sym84857
sym84875_c0_seq1	sym84875
sym84875_c0_seq2	sym84875
sym84881_c0_seq1	sym84881
sym84887_c0_seq1	sym84887
sym84890_c0_seq1	sym84890
sym84906_c0_seq1	sym84906
sym84907_c0_seq1	sym84907
sym84912_c0_seq1	sym84912
sym84912_c0_seq2	sym84912
sym84940_c0_seq1	sym84940
sym84944_c0_seq1	sym84944
sym84944_c0_seq2	sym84944
sym84949_c0_seq1	sym84949
sym84951_c0_seq1	sym84951
sym84965_c0_seq1	sym84965
sym84971_c0_seq1	sym84971
sym84972_c0_seq1	sym84972
sym84977_c0_seq1	sym84977
sym84980_c0_seq1	sym84980
sym84982_c0_seq1	sym84982
sym85001_c0_seq1	sym85001
sym85014_c0_seq1	sym85014
sym85017_c0_seq1	sym85017
sym85026_c0_seq1	sym85026
sym85032_c0_seq1	sym85032
sym85035_c0_seq1	sym85035
sym85036_c0_seq1	sym85036
sym85046_c0_seq1	sym85046
sym85047_c0_seq1	sym85047
sym85052_c0_seq1	sym85052
sym85063_c0_seq1	sym85063
sym85090_c0_seq1	sym85090
sym85094_c0_seq1	sym85094
sym85112_c0_seq1	sym85112
sym85114_c0_seq1	sym85114
sym85117_c0_seq1	sym85117
sym85131_c0_seq1	sym85131
sym85137_c0_seq1	sym85137
sym85157_c0_seq1	sym85157
sym85171_c0_seq1	sym85171
sym85176_c0_seq1	sym85176
sym85177_c0_seq1	sym85177
sym85179_c0_seq1	sym85179
sym85197_c0_seq1	sym85197
sym85207_c0_seq1	sym85207
sym85225_c0_seq1	sym85225
sym85238_c0_seq1	sym85238
sym85240_c0_seq1	sym85240
sym85249_c0_seq1	sym85249
sym85266_c0_seq1	sym85266
sym85273_c0_seq1	sym85273
sym85273_c0_seq2	sym85273
sym85274_c0_seq1	sym85274
sym85278_c0_seq1	sym85278
sym85280_c0_seq1	sym85280
sym85287_c0_seq1	sym85287
sym85287_c0_seq2	sym85287
sym85290_c0_seq1	sym85290
sym85292_c0_seq1	sym85292
sym85298_c0_seq1	sym85298
sym85305_c0_seq1	sym85305
sym85306_c0_seq1	sym85306
sym85311_c0_seq1	sym85311
sym85312_c0_seq1	sym85312
sym85314_c0_seq1	sym85314
sym85343_c0_seq1	sym85343
sym85345_c0_seq1	sym85345
sym85355_c0_seq1	sym85355
