Mcavernosa30988	K13912
Mcavernosa19420	K18655
Mcavernosa18181	K00744
Mcavernosa19321	K12670
Mcavernosa06938	K14784
Mcavernosa03639	K00485
Mcavernosa25734	K07917
Mcavernosa31743	K23905
Mcavernosa02545	K20317
Mcavernosa17471	K16506
Mcavernosa08616	K02030
Mcavernosa15827	K09008
Mcavernosa28579	K19899
Mcavernosa10690	K18619
Mcavernosa25310	K00149
Mcavernosa32987	K00326
Mcavernosa20482	K08187
Mcavernosa12026	K01530
Mcavernosa29866	K17341
Mcavernosa21241	K14288
Mcavernosa30273	K10685
Mcavernosa28286	K01403
Mcavernosa16429	K20102
Mcavernosa30047	K14686
Mcavernosa08285	K14401
Mcavernosa28777	K23554
Mcavernosa03897	K18270
Mcavernosa28252	K09641
Mcavernosa31387	K15166
Mcavernosa31501	K18406
Mcavernosa18410	K10408
Mcavernosa24026	K12198
Mcavernosa21123	K17592
Mcavernosa03152	K24469
Mcavernosa21135	K18693
Mcavernosa00152	K10455
Mcavernosa17826	K23789
Mcavernosa05543	K19882
Mcavernosa16301	K15909
Mcavernosa21274	K13128
Mcavernosa04015	K00864
Mcavernosa30481	K00699
Mcavernosa04749	K06642
Mcavernosa24807	K11885
Mcavernosa04210	K09035
Mcavernosa19872	K10529
Mcavernosa11910	K00287
Mcavernosa30943	K24729
Mcavernosa26654	K10158
Mcavernosa19586	K15381
Mcavernosa16644	K14844
Mcavernosa13705	K02183
Mcavernosa33487	K25437
Mcavernosa33247	K01519
Mcavernosa12331	K24793
Mcavernosa30196	K19360
Mcavernosa02762	K14411
Mcavernosa18875	K18660
Mcavernosa04230	K15261
Mcavernosa20600	K08375
Mcavernosa23171	K01530
Mcavernosa22178	K11182
Mcavernosa08552	K14289
Mcavernosa20939	K00972
Mcavernosa18646	K14823
Mcavernosa24289	K01227
Mcavernosa00812	K12380
Mcavernosa19520	K20407
Mcavernosa00973	K24730
Mcavernosa26646	K10645
Mcavernosa29071	K14326
Mcavernosa21908	K17834
Mcavernosa15975	K06184
Mcavernosa03480	K10614
Mcavernosa02194	K04282
Mcavernosa14500	K05095
Mcavernosa21733	K17572
Mcavernosa19502	K04794
Mcavernosa16113	K08997
Mcavernosa18437	K00889
Mcavernosa17134	K06974
Mcavernosa04054	K24498
Mcavernosa01618	K05127
Mcavernosa01419	K21245
Mcavernosa19650	K03126
Mcavernosa20609	K13988
Mcavernosa04656	K10656
Mcavernosa19485	K14440
Mcavernosa29010	K03929
Mcavernosa08403	K04990
Mcavernosa31574	K10742
Mcavernosa09359	K08342
Mcavernosa22248	K13702
Mcavernosa32674	K15048
Mcavernosa01012	K13172
Mcavernosa12834	K02684
Mcavernosa24597	K14829
Mcavernosa02616	K23507
Mcavernosa13026	K17266
Mcavernosa04988	K04532
Mcavernosa12804	K14558
Mcavernosa19406	K17341
Mcavernosa27984	K16570
Mcavernosa25032	K10628
Mcavernosa04546	K17594
Mcavernosa21708	K18170
Mcavernosa28513	K02961
Mcavernosa21555	K04592
Mcavernosa06464	K23543
Mcavernosa06624	K01022
Mcavernosa27544	K04830
Mcavernosa10400	K11436
Mcavernosa31394	K10276
Mcavernosa27173	K03654
Mcavernosa05920	K09276
Mcavernosa28816	K07752
Mcavernosa06138	K07752
Mcavernosa31358	K17973
Mcavernosa19710	K01769
Mcavernosa05404	K01302
Mcavernosa13248	K00236
Mcavernosa15705	K07359
Mcavernosa13455	K02599
Mcavernosa07378	K20030
Mcavernosa12911	K25207
Mcavernosa10430	K09174
Mcavernosa35191	K01489
Mcavernosa06512	K10185
Mcavernosa00529	K14454
Mcavernosa01081	K10877
Mcavernosa10554	K08817
Mcavernosa06489	K18055
Mcavernosa12819	K10408
Mcavernosa25074	K04344
Mcavernosa11173	K12323
Mcavernosa34335	K01082
Mcavernosa19102	K22803
Mcavernosa09509	K03936
Mcavernosa05155	K13866
Mcavernosa08303	K22125
Mcavernosa28488	K08867
Mcavernosa29848	K13912
Mcavernosa04516	K17341
Mcavernosa06459	K14536
Mcavernosa03597	K08091
Mcavernosa20323	K08076
Mcavernosa10542	K01647
Mcavernosa15291	K09267
Mcavernosa28554	K23326
Mcavernosa16252	K14616
Mcavernosa16703	K01217
Mcavernosa24053	K07930
Mcavernosa17165	K16457
Mcavernosa21015	K07874
Mcavernosa03027	K24747
Mcavernosa04397	K22614
Mcavernosa21890	K09666
Mcavernosa17147	K07517
Mcavernosa05825	K15630
Mcavernosa02818	K20827
Mcavernosa30572	K02256
Mcavernosa15465	K12623
Mcavernosa20036	K20629
Mcavernosa18884	K21893
Mcavernosa10672	K03439
Mcavernosa03582	K12606
Mcavernosa03801	K00699
Mcavernosa30571	K00343
Mcavernosa23748	K18684
Mcavernosa20026	K02830
Mcavernosa15310	K20876
Mcavernosa14713	K08378
Mcavernosa20648	K10586
Mcavernosa12129	K05181
Mcavernosa04639	K22610
Mcavernosa13674	K07635
Mcavernosa02302	K02367
Mcavernosa27936	K03252
Mcavernosa22143	K02516
Mcavernosa00925	K12867
Mcavernosa17672	K10295
Mcavernosa02671	K09292
Mcavernosa20052	K01195
Mcavernosa13099	K19754
Mcavernosa27964	K14648
Mcavernosa21571	K00162
Mcavernosa26159	K17341
Mcavernosa01025	K03354
Mcavernosa04022	K10791
Mcavernosa01538	K13132
Mcavernosa05444	K01049
Mcavernosa07716	K22075
Mcavernosa32811	K13143
Mcavernosa22896	K05110
Mcavernosa31281	K18756
Mcavernosa09028	K08776
Mcavernosa04814	K05658
Mcavernosa21871	K08653
Mcavernosa10756	K04958
Mcavernosa22891	K20194
Mcavernosa32790	K05110
Mcavernosa01800	K09442
Mcavernosa13775	K17307
Mcavernosa33318	K13696
Mcavernosa10691	K18619
Mcavernosa02265	K12587
Mcavernosa30383	K19352
Mcavernosa13612	K08548
Mcavernosa13089	K13095
Mcavernosa08204	K08635
Mcavernosa21489	K08187
Mcavernosa01448	K24175
Mcavernosa00414	K24469
Mcavernosa13495	K12035
Mcavernosa20400	K13138
Mcavernosa19880	K18595
Mcavernosa15122	K12171
Mcavernosa29139	K04004
Mcavernosa21604	K09519
Mcavernosa32331	K11273
Mcavernosa08690	K14557
Mcavernosa24072	K20224
Mcavernosa15721	K19603
Mcavernosa27450	K24419
Mcavernosa31337	K07207
Mcavernosa19182	K17341
Mcavernosa11342	K12404
Mcavernosa11063	K19619
Mcavernosa07722	K01310
Mcavernosa22483	K05658
Mcavernosa19926	K10419
Mcavernosa06299	K14300
Mcavernosa31447	K03392
Mcavernosa09353	K11494
Mcavernosa27824	K04459
Mcavernosa16363	K12605
Mcavernosa14602	K12871
Mcavernosa26779	K18643
Mcavernosa01638	K01904
Mcavernosa10307	K06236
Mcavernosa08645	K00710
Mcavernosa08740	K09228
Mcavernosa31097	K17387
Mcavernosa32485	K01581
Mcavernosa13112	K10457
Mcavernosa22252	K24682
Mcavernosa10802	K14548
Mcavernosa28048	K00714
Mcavernosa34679	K01310
Mcavernosa24451	K03352
Mcavernosa09608	K00927
Mcavernosa31698	K17849
Mcavernosa09385	K12309
Mcavernosa14446	K15010
Mcavernosa11690	K01049
Mcavernosa18517	K12398
Mcavernosa17281	K10408
Mcavernosa26991	K03899
Mcavernosa24620	K04939
Mcavernosa32286	K06051
Mcavernosa05563	K10380
Mcavernosa09332	K17592
Mcavernosa07457	K21851
Mcavernosa22842	K16609
Mcavernosa14520	K23331
Mcavernosa28065	K11321
Mcavernosa04698	K17700
Mcavernosa31140	K13524
Mcavernosa24117	K10871
Mcavernosa29032	K10571
Mcavernosa02910	K04863
Mcavernosa04334	K04362
Mcavernosa28147	K00383
Mcavernosa01318	K05334
Mcavernosa23802	K20899
Mcavernosa26348	K02599
Mcavernosa14223	K02540
Mcavernosa12758	K10443
Mcavernosa13923	K04150
Mcavernosa19335	K02967
Mcavernosa03361	K09405
Mcavernosa28025	K00847
Mcavernosa32718	K10410
Mcavernosa32728	K08069
Mcavernosa23930	K04705
Mcavernosa13260	K17408
Mcavernosa06708	K12474
Mcavernosa00336	K06225
Mcavernosa22540	K01805
Mcavernosa27912	K03255
Mcavernosa32840	K05613
Mcavernosa34160	K04362
Mcavernosa25598	K01151
Mcavernosa02903	K19612
Mcavernosa25715	K12897
Mcavernosa25226	K03175
Mcavernosa16387	K25070
Mcavernosa10898	K01875
Mcavernosa08688	K04658
Mcavernosa00617	K09188
Mcavernosa17544	K01115
Mcavernosa02393	K01530
Mcavernosa03739	K03099
Mcavernosa30286	K23730
Mcavernosa17034	K04606
Mcavernosa10288	K19910
Mcavernosa30781	K13366
Mcavernosa32883	K06792
Mcavernosa31606	K11141
Mcavernosa11563	K01135
Mcavernosa18495	K24228
Mcavernosa03834	K01403
Mcavernosa26449	K00232
Mcavernosa03167	K02207
Mcavernosa02774	K22790
Mcavernosa23863	K10867
Mcavernosa09375	K03064
Mcavernosa18012	K02988
Mcavernosa17081	K15381
Mcavernosa01274	K10394
Mcavernosa04272	K17341
Mcavernosa24438	K18384
Mcavernosa00978	K09360
Mcavernosa10187	K10380
Mcavernosa06931	K05759
Mcavernosa30934	K24338
Mcavernosa16204	K05039
Mcavernosa33956	K06947
Mcavernosa06915	K20641
Mcavernosa17791	K24793
Mcavernosa07681	K10380
Mcavernosa33952	K08184
Mcavernosa23717	K00744
Mcavernosa08191	K11338
Mcavernosa16960	K02168
Mcavernosa04353	K19720
Mcavernosa06494	K22074
Mcavernosa16047	K01068
Mcavernosa10414	K01280
Mcavernosa31420	K03929
Mcavernosa13573	K18245
Mcavernosa00227	K04592
Mcavernosa32373	K04599
Mcavernosa18542	K23224
Mcavernosa22315	K24359
Mcavernosa00435	K23398
Mcavernosa21229	K13985
Mcavernosa17044	K06630
Mcavernosa18047	K10686
Mcavernosa05354	K19863
Mcavernosa21602	K11313
Mcavernosa16909	K13861
Mcavernosa00671	K00810
Mcavernosa00590	K22291
Mcavernosa09185	K01692
Mcavernosa07782	K22900
Mcavernosa10725	K19511
Mcavernosa12612	K05288
Mcavernosa02687	K11807
Mcavernosa21290	K13159
Mcavernosa25201	K06545
Mcavernosa24674	K09848
Mcavernosa04255	K24835
Mcavernosa24035	K22210
Mcavernosa10355	K06971
Mcavernosa28055	K09848
Mcavernosa20903	K04157
Mcavernosa03660	K24134
Mcavernosa32628	K23915
Mcavernosa07675	K10636
Mcavernosa32756	K06947
Mcavernosa22813	K04564
Mcavernosa17596	K01892
Mcavernosa26477	K12475
Mcavernosa05503	K09637
Mcavernosa31161	K19326
Mcavernosa33974	K14965
Mcavernosa14909	K01053
Mcavernosa04413	K02599
Mcavernosa30896	K05312
Mcavernosa26519	K24354
Mcavernosa03474	K00641
Mcavernosa26885	K09214
Mcavernosa23955	K00699
Mcavernosa29690	K15324
Mcavernosa32443	K03174
Mcavernosa34691	K00079
Mcavernosa04129	K16857
Mcavernosa01314	K05048
Mcavernosa05187	K09458
Mcavernosa32302	K00515
Mcavernosa06777	K17544
Mcavernosa03204	K07521
Mcavernosa21484	K08187
Mcavernosa15585	K12482
Mcavernosa14102	K10581
Mcavernosa08530	K08202
Mcavernosa26416	K17341
Mcavernosa09924	K01310
Mcavernosa16162	K10380
Mcavernosa07527	K21988
Mcavernosa31801	K20825
Mcavernosa01132	K02030
Mcavernosa20087	K18533
Mcavernosa06675	K01077
Mcavernosa00580	K14440
Mcavernosa06182	K03860
Mcavernosa07787	K23563
Mcavernosa09840	K06700
Mcavernosa30645	K08997
Mcavernosa23217	K02219
Mcavernosa02703	K24926
Mcavernosa02973	K24226
Mcavernosa13975	K00758
Mcavernosa26072	K22989
Mcavernosa31223	K11838
Mcavernosa12395	K16186
Mcavernosa05296	K11658
Mcavernosa24486	K08745
Mcavernosa24758	K07809
Mcavernosa19320	K09403
Mcavernosa13125	K17434
Mcavernosa31453	K07889
Mcavernosa14599	K17807
Mcavernosa30406	K01974
Mcavernosa30884	K11414
Mcavernosa26849	K12384
Mcavernosa10491	K19828
Mcavernosa28412	K17542
Mcavernosa02791	K06114
Mcavernosa06691	K18438
Mcavernosa29623	K05681
Mcavernosa01994	K24946
Mcavernosa27909	K09377
Mcavernosa20110	K15603
Mcavernosa11883	K04248
Mcavernosa24664	K04677
Mcavernosa24634	K04885
Mcavernosa19292	K22647
Mcavernosa19989	K16751
Mcavernosa20351	K19755
Mcavernosa06999	K22754
Mcavernosa34729	K04990
Mcavernosa27565	K19330
Mcavernosa30135	K05126
Mcavernosa22924	K14638
Mcavernosa31951	K10408
Mcavernosa32123	K03544
Mcavernosa01331	K08495
Mcavernosa27857	K01131
Mcavernosa33712	K20994
Mcavernosa18716	K11325
Mcavernosa24127	K25421
Mcavernosa23970	K00327
Mcavernosa14286	K14410
Mcavernosa23139	K01310
Mcavernosa25576	K19755
Mcavernosa04868	K14549
Mcavernosa09721	K22314
Mcavernosa16670	K11298
Mcavernosa17459	K11129
Mcavernosa00346	K12035
Mcavernosa01471	K06058
Mcavernosa22327	K04828
Mcavernosa25270	K01273
Mcavernosa32390	K09849
Mcavernosa04138	K12820
Mcavernosa05539	K24099
Mcavernosa05096	K23380
Mcavernosa31242	K04267
Mcavernosa00196	K17424
Mcavernosa33491	K12385
Mcavernosa28202	K09360
Mcavernosa14833	K24660
Mcavernosa34509	K04393
Mcavernosa14659	K24841
Mcavernosa11573	K03902
Mcavernosa02028	K23296
Mcavernosa20162	K16506
Mcavernosa28785	K22856
Mcavernosa02018	K01950
Mcavernosa26161	K04851
Mcavernosa29948	K09632
Mcavernosa15679	K05678
Mcavernosa01846	K06874
Mcavernosa01285	K04530
Mcavernosa20854	K10380
Mcavernosa12051	K20318
Mcavernosa18541	K23224
Mcavernosa21847	K13104
Mcavernosa24349	K14613
Mcavernosa05085	K10770
Mcavernosa04276	K10302
Mcavernosa10869	K11810
Mcavernosa18682	K16353
Mcavernosa02644	K05312
Mcavernosa27143	K03447
Mcavernosa05414	K05034
Mcavernosa32892	K13103
Mcavernosa16026	K05034
Mcavernosa10410	K11172
Mcavernosa28425	K09492
Mcavernosa02315	K13298
Mcavernosa16914	K20223
Mcavernosa20781	K14314
Mcavernosa05552	K24469
Mcavernosa02296	K03789
Mcavernosa21865	K06093
Mcavernosa29784	K17546
Mcavernosa14169	K18703
Mcavernosa30813	K24510
Mcavernosa24549	K10878
Mcavernosa06992	K00273
Mcavernosa08501	K15100
Mcavernosa02061	K11251
Mcavernosa15996	K18055
Mcavernosa01775	K06254
Mcavernosa01409	K14616
Mcavernosa17556	K13912
Mcavernosa18492	K13675
Mcavernosa11602	K15015
Mcavernosa31451	K17341
Mcavernosa24550	K10878
Mcavernosa15539	K02738
Mcavernosa09283	K24741
Mcavernosa27797	K24298
Mcavernosa00117	K09537
Mcavernosa25198	K12844
Mcavernosa14011	K02328
Mcavernosa07898	K00850
Mcavernosa11770	K01102
Mcavernosa05269	K08957
Mcavernosa27902	K18741
Mcavernosa22036	K10144
Mcavernosa10813	K04986
Mcavernosa06614	K05695
Mcavernosa30696	K15255
Mcavernosa05265	K00294
Mcavernosa19727	K17307
Mcavernosa09271	K13278
Mcavernosa18780	K10699
Mcavernosa22980	K04427
Mcavernosa33554	K22380
Mcavernosa19736	K06631
Mcavernosa15608	K08343
Mcavernosa09698	K19041
Mcavernosa18460	K20685
Mcavernosa20738	K12373
Mcavernosa19973	K17554
Mcavernosa02551	K00948
Mcavernosa31717	K16811
Mcavernosa20214	K01310
Mcavernosa09174	K10895
Mcavernosa31514	K06494
Mcavernosa25359	K01755
Mcavernosa35062	K05695
Mcavernosa05309	K15172
Mcavernosa05182	K03002
Mcavernosa04321	K14801
Mcavernosa11731	K04986
Mcavernosa26830	K18461
Mcavernosa24220	K02112
Mcavernosa24360	K17341
Mcavernosa09425	K09353
Mcavernosa28840	K14555
Mcavernosa17880	K06999
Mcavernosa19991	K05850
Mcavernosa13641	K09336
Mcavernosa12371	K21917
Mcavernosa30998	K00544
Mcavernosa16386	K03232
Mcavernosa22858	K03686
Mcavernosa24254	K08630
Mcavernosa29818	K04981
Mcavernosa31751	K24646
Mcavernosa13600	K12403
Mcavernosa08988	K15029
Mcavernosa15136	K06054
Mcavernosa22736	K24431
Mcavernosa14267	K10357
Mcavernosa34158	K17726
Mcavernosa02443	K03952
Mcavernosa13607	K24155
Mcavernosa19306	K02975
Mcavernosa00817	K02375
Mcavernosa08748	K10585
Mcavernosa22614	K20411
Mcavernosa34634	K01142
Mcavernosa09905	K14072
Mcavernosa03572	K06813
Mcavernosa15381	K10352
Mcavernosa08862	K14611
Mcavernosa24608	K17616
Mcavernosa27330	K01934
Mcavernosa16391	K14387
Mcavernosa17862	K08789
Mcavernosa07710	K08469
Mcavernosa30305	K01360
Mcavernosa05857	K06943
Mcavernosa14712	K04231
Mcavernosa05853	K12504
Mcavernosa07396	K11088
Mcavernosa08035	K12492
Mcavernosa12547	K10593
Mcavernosa02306	K25177
Mcavernosa10101	K08547
Mcavernosa14563	K19970
Mcavernosa28387	K06491
Mcavernosa29153	K20131
Mcavernosa08438	K01265
Mcavernosa04863	K19466
Mcavernosa31849	K05312
Mcavernosa32454	K10408
Mcavernosa23175	K01530
Mcavernosa04924	K20044
Mcavernosa01534	K15139
Mcavernosa28935	K06069
Mcavernosa10156	K02168
Mcavernosa29141	K07277
Mcavernosa01742	K10809
Mcavernosa22118	K11981
Mcavernosa23675	K01672
Mcavernosa20251	K07937
Mcavernosa20732	K19363
Mcavernosa09268	K07440
Mcavernosa14195	K21398
Mcavernosa12908	K17268
Mcavernosa06532	K06839
Mcavernosa06884	K17346
Mcavernosa13551	K03175
Mcavernosa11686	K08439
Mcavernosa18063	K24799
Mcavernosa23065	K09851
Mcavernosa22873	K07766
Mcavernosa02856	K21919
Mcavernosa34730	K09191
Mcavernosa06005	K00472
Mcavernosa11371	K06754
Mcavernosa09584	K25424
Mcavernosa05005	K24183
Mcavernosa13767	K11418
Mcavernosa06503	K18757
Mcavernosa00456	K04612
Mcavernosa04811	K20642
Mcavernosa05485	K05218
Mcavernosa19731	K20465
Mcavernosa09973	K09613
Mcavernosa25969	K06669
Mcavernosa07167	K08076
Mcavernosa24887	K13619
Mcavernosa33664	K10891
Mcavernosa06929	K05021
Mcavernosa07493	K11136
Mcavernosa17939	K24032
Mcavernosa22005	K10300
Mcavernosa22054	K05673
Mcavernosa16865	K14388
Mcavernosa22593	K14438
Mcavernosa35102	K22078
Mcavernosa27056	K22988
Mcavernosa03670	K06911
Mcavernosa22756	K15336
Mcavernosa13297	K22366
Mcavernosa05757	K13298
Mcavernosa16602	K01301
Mcavernosa33677	K15293
Mcavernosa09736	K08624
Mcavernosa19821	K20720
Mcavernosa01469	K12021
Mcavernosa31932	K16172
Mcavernosa13413	K14724
Mcavernosa10447	K17592
Mcavernosa34179	K05721
Mcavernosa30031	K19750
Mcavernosa06223	K08378
Mcavernosa19832	K20795
Mcavernosa24690	K01787
Mcavernosa31739	K13135
Mcavernosa21903	K04460
Mcavernosa25298	K08638
Mcavernosa31859	K18592
Mcavernosa30496	K06058
Mcavernosa25258	K24468
Mcavernosa29517	K01315
Mcavernosa11621	K14638
Mcavernosa01876	K08465
Mcavernosa34940	K11481
Mcavernosa22039	K08835
Mcavernosa31722	K16942
Mcavernosa22432	K14677
Mcavernosa20622	K18740
Mcavernosa19456	K17341
Mcavernosa32641	K09084
Mcavernosa09033	K16196
Mcavernosa11045	K19755
Mcavernosa12348	K24015
Mcavernosa03864	K23718
Mcavernosa22522	K04615
Mcavernosa14036	K18592
Mcavernosa04416	K02599
Mcavernosa34319	K07441
Mcavernosa12156	K24436
Mcavernosa10465	K18180
Mcavernosa03014	K23404
Mcavernosa27971	K05613
Mcavernosa03283	K11412
Mcavernosa01126	K24936
Mcavernosa26867	K12655
Mcavernosa09078	K14521
Mcavernosa00929	K12621
Mcavernosa08932	K08052
Mcavernosa02213	K09275
Mcavernosa00418	K04600
Mcavernosa31740	K11656
Mcavernosa27370	K23902
Mcavernosa13372	K10887
Mcavernosa00997	K10457
Mcavernosa26481	K19219
Mcavernosa12409	K10408
Mcavernosa10583	K10408
Mcavernosa17675	K17307
Mcavernosa18675	K04841
Mcavernosa21306	K10175
Mcavernosa00704	K08635
Mcavernosa11814	K07937
Mcavernosa18131	K04097
Mcavernosa17812	K04984
Mcavernosa23827	K07925
Mcavernosa26697	K10799
Mcavernosa22792	K06711
Mcavernosa07709	K23908
Mcavernosa01189	K08021
Mcavernosa21684	K16353
Mcavernosa23823	K06238
Mcavernosa01882	K20401
Mcavernosa06850	K12385
Mcavernosa09534	K20683
Mcavernosa03058	K24049
Mcavernosa08061	K04361
Mcavernosa19472	K05641
Mcavernosa31694	K13049
Mcavernosa31809	K09557
Mcavernosa26552	K06054
Mcavernosa10090	K23501
Mcavernosa26752	K08621
Mcavernosa17768	K05313
Mcavernosa02250	K04592
Mcavernosa18008	K22145
Mcavernosa15614	K15711
Mcavernosa27471	K04851
Mcavernosa09083	K12620
Mcavernosa24416	K09574
Mcavernosa15409	K05673
Mcavernosa20540	K18162
Mcavernosa29831	K05673
Mcavernosa10764	K09105
Mcavernosa15656	K01205
Mcavernosa15965	K14938
Mcavernosa08435	K07305
Mcavernosa01581	K08132
Mcavernosa21293	K10575
Mcavernosa09261	K03260
Mcavernosa11349	K04255
Mcavernosa30363	K22138
Mcavernosa23030	K20409
Mcavernosa24354	K14614
Mcavernosa08942	K01019
Mcavernosa02006	K01897
Mcavernosa31942	K12821
Mcavernosa06142	K06768
Mcavernosa25054	K24786
Mcavernosa08939	K07869
Mcavernosa20432	K20358
Mcavernosa10118	K17458
Mcavernosa30862	K10380
Mcavernosa22989	K17479
Mcavernosa27630	K05693
Mcavernosa13492	K19348
Mcavernosa20439	K14972
Mcavernosa23872	K02997
Mcavernosa27162	K04598
Mcavernosa34561	K06268
Mcavernosa12534	K10397
Mcavernosa10576	K10457
Mcavernosa17234	K05290
Mcavernosa01692	K09512
Mcavernosa13766	K03178
Mcavernosa05836	K20703
Mcavernosa00253	K06487
Mcavernosa20518	K24824
Mcavernosa11114	K22762
Mcavernosa34307	K05674
Mcavernosa09216	K23297
Mcavernosa12302	K09647
Mcavernosa21727	K11158
Mcavernosa18402	K02216
Mcavernosa32871	K10380
Mcavernosa18204	K25041
Mcavernosa08656	K03103
Mcavernosa17870	K23972
Mcavernosa20413	K12893
Mcavernosa32330	K21955
Mcavernosa10109	K00318
Mcavernosa34692	K11093
Mcavernosa07719	K22075
Mcavernosa08217	K24332
Mcavernosa29882	K13105
Mcavernosa06641	K24185
Mcavernosa00084	K13122
Mcavernosa01215	K19911
Mcavernosa20619	K17547
Mcavernosa04366	K22388
Mcavernosa12829	K12483
Mcavernosa21745	K12323
Mcavernosa20124	K05727
Mcavernosa07684	K04984
Mcavernosa07487	K01613
Mcavernosa06958	K08336
Mcavernosa15117	K09608
Mcavernosa27006	K24435
Mcavernosa31689	K08375
Mcavernosa24494	K04967
Mcavernosa11909	K10382
Mcavernosa15910	K13121
Mcavernosa11860	K17278
Mcavernosa21594	K01689
Mcavernosa06524	K02985
Mcavernosa05971	K20180
Mcavernosa32412	K10382
Mcavernosa23088	K01489
Mcavernosa32617	K15001
Mcavernosa09056	K09428
Mcavernosa13390	K12389
Mcavernosa15896	K20305
Mcavernosa17800	K14616
Mcavernosa21577	K10266
Mcavernosa18407	K10408
Mcavernosa16353	K04205
Mcavernosa14123	K17341
Mcavernosa23556	K19906
Mcavernosa06294	K14300
Mcavernosa14967	K04392
Mcavernosa33801	K17341
Mcavernosa07755	K24835
Mcavernosa21114	K17592
Mcavernosa01646	K01904
Mcavernosa34114	K06754
Mcavernosa07407	K24032
Mcavernosa01521	K20278
Mcavernosa26664	K25421
Mcavernosa30623	K00214
Mcavernosa18724	K21989
Mcavernosa19884	K19539
Mcavernosa01500	K10329
Mcavernosa07500	K23901
Mcavernosa03766	K12817
Mcavernosa27456	K17083
Mcavernosa06203	K05681
Mcavernosa16284	K01672
Mcavernosa16115	K03934
Mcavernosa08293	K07964
Mcavernosa31837	K00588
Mcavernosa17343	K14792
Mcavernosa32279	K17419
Mcavernosa28104	K07942
Mcavernosa24911	K00699
Mcavernosa13020	K19001
Mcavernosa04951	K00798
Mcavernosa03761	K11446
Mcavernosa13429	K21456
Mcavernosa24173	K08117
Mcavernosa00726	K04829
Mcavernosa24375	K02432
Mcavernosa00824	K15692
Mcavernosa19003	K07889
Mcavernosa04267	K03010
Mcavernosa14776	K09611
Mcavernosa05164	K13515
Mcavernosa25599	K19755
Mcavernosa12259	K08811
Mcavernosa00508	K20656
Mcavernosa06105	K10460
Mcavernosa18075	K16862
Mcavernosa04042	K00231
Mcavernosa05381	K13539
Mcavernosa19598	K10579
Mcavernosa21488	K00326
Mcavernosa04626	K05673
Mcavernosa25723	K01934
Mcavernosa19339	K24743
Mcavernosa32121	K14842
Mcavernosa22257	K16600
Mcavernosa15578	K20910
Mcavernosa29748	K14309
Mcavernosa05501	K00232
Mcavernosa15719	K24680
Mcavernosa12757	K08797
Mcavernosa12669	K00472
Mcavernosa00331	K06225
Mcavernosa24799	K06711
Mcavernosa18161	K06268
Mcavernosa15464	K12233
Mcavernosa08126	K24464
Mcavernosa07309	K01672
Mcavernosa16718	K19360
Mcavernosa03770	K15901
Mcavernosa19529	K11840
Mcavernosa01664	K08798
Mcavernosa26578	K09310
Mcavernosa18979	K06693
Mcavernosa11268	K22614
Mcavernosa32166	K09452
Mcavernosa32491	K02685
Mcavernosa00943	K08339
Mcavernosa11730	K04988
Mcavernosa19510	K05312
Mcavernosa07221	K18933
Mcavernosa20612	K10153
Mcavernosa16912	K15046
Mcavernosa25182	K03424
Mcavernosa07507	K08076
Mcavernosa20246	K02324
Mcavernosa22885	K01291
Mcavernosa08223	K18460
Mcavernosa04715	K12259
Mcavernosa30728	K01889
Mcavernosa07666	K10734
Mcavernosa22931	K08865
Mcavernosa14068	K02259
Mcavernosa12711	K01349
Mcavernosa14548	K04565
Mcavernosa14147	K18037
Mcavernosa01712	K11259
Mcavernosa21701	K14845
Mcavernosa11426	K12386
Mcavernosa07175	K06793
Mcavernosa06044	K12818
Mcavernosa00512	K16669
Mcavernosa26356	K13963
Mcavernosa04551	K04699
Mcavernosa21393	K02999
Mcavernosa20547	K00921
Mcavernosa15174	K06910
Mcavernosa28117	K09403
Mcavernosa10539	K04077
Mcavernosa34605	K11149
Mcavernosa00928	K03115
Mcavernosa01722	K00011
Mcavernosa25814	K22791
Mcavernosa19911	K14863
Mcavernosa05110	K00274
Mcavernosa13422	K10457
Mcavernosa26825	K00548
Mcavernosa24567	K18438
Mcavernosa05401	K10637
Mcavernosa14883	K08809
Mcavernosa26235	K17592
Mcavernosa18867	K23012
Mcavernosa19364	K01265
