isogroup1422	K18753
isogroup4200	K16342
isogroup266764	K14137
isogroup249597	K09353
isogroup412782	K03878
isogroup288809	K01365
isogroup23841	K01904
isogroup50601	K20162
isogroup16288	K00573
isogroup92671	K10891
isogroup51942	K17726
isogroup202094	K04209
isogroup39292	K11108
isogroup33635	K10317
isogroup187913	K02324
isogroup44370	K10687
isogroup3475	K04677
isogroup184451	K16310
isogroup452598	K04887
isogroup612916	K19466
isogroup76178	K08024
isogroup169472	K07497
isogroup13760	K06711
isogroup20813	K13723
isogroup25012	K20908
isogroup240684	K08864
isogroup114640	K19007
isogroup17063	K04240
isogroup162128	K00486
isogroup53480	K07497
isogroup111101	K10443
isogroup63586	K00103
isogroup126896	K18189
isogroup160503	K11165
isogroup31417	K00508
isogroup8254	K02152
isogroup85183	K01896
isogroup44793	K14169
isogroup78938	K11182
isogroup93822	K16056
isogroup542587	K06070
isogroup165001	K09321
isogroup118732	K17692
isogroup7202	K02599
isogroup306457	K08231
isogroup230612	K08205
isogroup344182	K07374
isogroup25725	K08805
isogroup144139	K10589
isogroup43727	K19360
isogroup30779	K09516
isogroup38334	K14778
isogroup454526	K05273
isogroup176965	K12028
isogroup45099	K14791
isogroup6955	K01893
isogroup81986	K00558
isogroup313912	K04601
isogroup22244	K15084
isogroup99659	K04708
isogroup109324	K12798
isogroup28646	K19931
isogroup31999	K10659
isogroup76611	K08963
isogroup61099	K16538
isogroup188287	K08632
isogroup50614	K19483
isogroup162595	K02927
isogroup295096	K16669
isogroup668262	K02131
isogroup92194	K03514
isogroup178923	K07497
isogroup30795	K08060
isogroup25062	K13988
isogroup113062	K01208
isogroup5233	K05850
isogroup8983	K10599
isogroup292842	K11109
isogroup30726	K00627
isogroup329996	K04443
isogroup12822	K17259
isogroup13521	K00728
isogroup330941	K00140
isogroup30127	K11656
isogroup27687	K08834
isogroup133368	K13864
isogroup18718	K10407
isogroup264098	K19360
isogroup81750	K14309
isogroup684908	K04951
isogroup4843	K15377
isogroup29508	K01081
isogroup299306	K04832
isogroup63169	K00798
isogroup50289	K05292
isogroup227977	K04463
isogroup124611	K09848
isogroup30701	K03144
isogroup21492	K10611
isogroup91370	K08883
isogroup171030	K01230
isogroup238138	K17495
isogroup534224	K05850
isogroup19706	K04266
isogroup86915	K12035
isogroup185296	K00461
isogroup403873	K01301
isogroup47835	K10802
isogroup13218	K13868
isogroup186593	K16726
isogroup124375	K14072
isogroup52359	K18409
isogroup46265	K00731
isogroup512	K01373
isogroup377178	K02989
isogroup172328	K13084
isogroup267571	K04876
isogroup12484	K06092
isogroup37248	K06236
isogroup76380	K07376
isogroup87995	K05906
isogroup400372	K01870
isogroup11406	K07045
isogroup45034	K06674
isogroup44021	K14191
isogroup36001	K02599
isogroup71202	K13247
isogroup184357	K08624
isogroup73140	K08509
isogroup11202	K04438
isogroup54897	K11304
isogroup30484	K09848
isogroup168782	K04605
isogroup223388	K06851
isogroup731542	K10423
isogroup26275	K08857
isogroup95235	K15685
isogroup162339	K13123
isogroup157514	K08900
isogroup82111	K00166
isogroup726128	K01398
isogroup171610	K17951
isogroup62484	K08844
isogroup94871	K04988
isogroup3945	K06497
isogroup9296	K10807
isogroup201210	K00485
isogroup3524	K20100
isogroup42699	K20649
isogroup3225	K17095
isogroup64124	K08657
isogroup29627	K17535
isogroup42403	K01310
isogroup184226	K13147
isogroup400228	K13412
isogroup260805	K00181
isogroup11718	K12132
isogroup85906	K14995
isogroup349273	K10765
isogroup294	K04648
isogroup97500	K04139
isogroup52504	K08802
isogroup280112	K01950
isogroup235964	K07497
isogroup192471	K15109
isogroup78683	K07435
isogroup16158	K08501
isogroup395107	K00742
isogroup170978	K05126
isogroup103356	K11154
isogroup142628	K14634
isogroup26722	K10478
isogroup130633	K12035
isogroup62098	K18533
isogroup290135	K05360
isogroup526651	K12811
isogroup54581	K14766
isogroup33441	K13855
isogroup2851	K19499
isogroup11083	K16794
isogroup24042	K06819
isogroup303594	K04239
isogroup39376	K16587
isogroup151532	K05126
isogroup34445	K00020
isogroup29042	K10424
isogroup9712	K08833
isogroup232516	K11268
isogroup100489	K13369
isogroup669895	K20877
isogroup24380	K06252
isogroup46936	K11149
isogroup70293	K09228
isogroup150403	K18953
isogroup87036	K09067
isogroup16572	K08789
isogroup400465	K17253
isogroup12869	K00461
isogroup204169	K11270
isogroup64830	K09668
isogroup131513	K06052
isogroup855	K08252
isogroup4868	K01061
isogroup4545	K19931
isogroup2139	K06051
isogroup147082	K15290
isogroup174853	K21456
isogroup40313	K19911
isogroup164346	K17341
isogroup85288	K09228
isogroup42336	K17346
isogroup18801	K06252
isogroup89278	K11997
isogroup320648	K10450
isogroup795815	K02349
isogroup41648	K14288
isogroup283311	K01769
isogroup2218	K12890
isogroup94888	K12878
isogroup50994	K17777
isogroup379549	K01016
isogroup95278	K17044
isogroup102650	K12035
isogroup81514	K04612
isogroup11163	K09705
isogroup8092	K01948
isogroup109899	K00587
isogroup108812	K04249
isogroup8509	K03065
isogroup76882	K08630
isogroup19069	K00681
isogroup12674	K03189
isogroup9225	K03254
isogroup56728	K00344
isogroup47886	K17307
isogroup33813	K04139
isogroup5554	K00505
isogroup1119	K07342
isogroup12522	K06691
isogroup20249	K08465
isogroup13788	K11599
isogroup62721	K14864
isogroup251858	K16913
isogroup75139	K19584
isogroup332393	K06724
isogroup481506	K05285
isogroup140107	K17307
isogroup555200	K00380
isogroup35505	K00029
isogroup55403	K11428
isogroup8129	K21752
isogroup35897	K10422
isogroup34503	K06532
isogroup112886	K17341
isogroup263280	K11274
isogroup4627	K14007
isogroup2923	K01587
isogroup529613	K02882
isogroup17105	K10425
isogroup114580	K08852
isogroup56568	K10455
isogroup294253	K00380
isogroup35103	K10632
isogroup480703	K00106
isogroup48147	K02864
isogroup205751	K10736
isogroup193844	K06058
isogroup4195	K12879
isogroup320637	K21412
isogroup27765	K19513
isogroup60985	K04043
isogroup23022	K08029
isogroup45095	K01201
isogroup13750	K13431
isogroup23710	K11838
isogroup40263	K01245
isogroup20935	K17602
isogroup50367	K10457
isogroup275274	K09592
isogroup25734	K07561
isogroup46019	K08155
isogroup74241	K18261
isogroup285332	K01301
isogroup232382	K08465
isogroup836	K02599
isogroup202506	K13051
isogroup78665	K10798
isogroup69575	K16766
isogroup109836	K11997
isogroup34185	K02090
isogroup8142	K08824
isogroup57985	K11540
isogroup39965	K06054
isogroup34620	K04461
isogroup101237	K03654
isogroup88214	K05193
isogroup157125	K05048
isogroup5426	K17255
isogroup3448	K01251
isogroup12137	K12616
isogroup5133	K13195
isogroup33939	K03660
isogroup83716	K13146
isogroup362558	K05673
isogroup550018	K06928
isogroup37625	K20776
isogroup50802	K10456
isogroup350445	K10457
isogroup285925	K08838
isogroup134804	K17286
isogroup30684	K11323
isogroup175036	K00472
isogroup17705	K11592
isogroup53297	K05676
isogroup271843	K06664
isogroup83632	K08202
isogroup102170	K07497
isogroup16542	K13092
isogroup82754	K07868
isogroup148955	K08617
isogroup188011	K10888
isogroup439315	K13412
isogroup30787	K10408
isogroup37443	K20189
isogroup8886	K03238
isogroup17602	K07918
isogroup37513	K12572
isogroup670524	K05175
isogroup82732	K10766
isogroup138474	K02976
isogroup136762	K12647
isogroup44828	K16857
isogroup146	K02885
isogroup370469	K04160
isogroup137241	K16315
isogroup115958	K04136
isogroup112393	K15538
isogroup10440	K16944
isogroup235168	K06255
isogroup52640	K13108
isogroup231123	K05360
isogroup7518	K05688
isogroup19507	K13024
isogroup142623	K04599
isogroup13920	K11538
isogroup2262	K12666
isogroup106314	K01672
isogroup115881	K04267
isogroup1629	K12893
isogroup30156	K12796
isogroup394189	K02962
isogroup48819	K17570
isogroup22688	K02599
isogroup13971	K11655
isogroup99486	K11577
isogroup50924	K17571
isogroup101505	K11259
isogroup651723	K08465
isogroup135470	K10395
isogroup51497	K02867
isogroup76997	K10256
isogroup117259	K11886
isogroup25982	K07408
isogroup164353	K02958
isogroup59070	K06698
isogroup132788	K04148
isogroup68518	K19025
isogroup552592	K04649
isogroup22607	K20303
isogroup4333	K09377
isogroup6379	K16687
isogroup41862	K12035
isogroup43028	K04437
isogroup184349	K06723
isogroup34019	K20178
isogroup212419	K11137
isogroup26261	K01197
isogroup430025	K10800
isogroup163902	K08199
isogroup56042	K04612
isogroup40426	K20279
isogroup207763	K04611
isogroup18560	K17512
isogroup156741	K14684
isogroup127587	K20795
isogroup284419	K19755
isogroup145518	K01950
isogroup4222	K11188
isogroup101410	K08409
isogroup4010	K19511
isogroup49856	K07497
isogroup188741	K09309
isogroup149227	K04346
isogroup18198	K01365
isogroup283746	K01511
isogroup80645	K04097
isogroup101499	K00544
isogroup7636	K12194
isogroup139880	K00549
isogroup8553	K05754
isogroup33188	K00232
isogroup39896	K12389
isogroup533346	K07375
isogroup52226	K12586
isogroup154093	K04988
isogroup4051	K17261
isogroup21225	K06071
isogroup25787	K10296
isogroup178138	K16744
isogroup10591	K20131
isogroup49614	K13101
isogroup27324	K13192
isogroup3279	K04683
isogroup49938	K13046
isogroup107670	K04988
isogroup10647	K05658
isogroup6912	K09188
isogroup108783	K20477
isogroup13420	K11165
isogroup401641	K20877
isogroup371731	K07514
isogroup1168	K08136
isogroup136895	K03352
isogroup251155	K00408
isogroup27327	K17783
isogroup35922	K00863
isogroup11604	K19862
isogroup207626	K04735
isogroup12547	K12862
isogroup7239	K04429
isogroup231013	K19873
isogroup160597	K11137
isogroup13722	K02084
isogroup334975	K05190
isogroup28087	K13278
isogroup15492	K15177
isogroup220389	K07374
isogroup75095	K10279
isogroup202483	K07055
isogroup247599	K03575
isogroup180069	K19695
isogroup26694	K08619
isogroup309781	K04988
isogroup28506	K16342
isogroup172480	K10443
isogroup307009	K08104
isogroup433899	K01326
isogroup44933	K13137
isogroup175106	K20827
isogroup13774	K08870
isogroup10921	K06054
isogroup13671	K12176
isogroup20799	K00408
isogroup104677	K10478
isogroup134674	K07497
isogroup75646	K13132
isogroup50545	K10478
isogroup6747	K05410
isogroup92	K02979
isogroup34357	K00799
isogroup43020	K09228
isogroup418092	K04886
isogroup97918	K01689
isogroup311250	K11149
isogroup232062	K10252
isogroup15215	K20908
isogroup201413	K00852
isogroup11186	K04564
isogroup42866	K10268
isogroup18571	K17302
isogroup112535	K20101
isogroup3591	K17263
isogroup16015	K20133
isogroup654002	K04079
isogroup417931	K08881
isogroup15736	K17566
isogroup354995	K13126
isogroup46929	K09228
isogroup31520	K02261
isogroup63834	K14561
isogroup42319	K19024
isogroup6681	K12663
isogroup148016	K11111
isogroup249861	K15450
isogroup6842	K01431
isogroup13592	K02090
isogroup35164	K09876
isogroup51231	K01522
isogroup50852	K09365
isogroup58768	K10464
isogroup26753	K20288
isogroup49087	K04507
isogroup58610	K14692
isogroup30285	K13093
isogroup91864	K11577
isogroup92652	K00591
isogroup38666	K14676
isogroup163862	K04043
isogroup343	K02875
isogroup60678	K17341
isogroup26111	K02606
isogroup9486	K10451
isogroup201611	K09223
isogroup146596	K00058
isogroup32110	K15302
isogroup11512	K16175
isogroup329065	K20655
isogroup203878	K02030
isogroup138462	K07189
isogroup10151	K14962
isogroup23811	K08765
isogroup16760	K09180
isogroup413980	K07379
isogroup93368	K05673
isogroup3741	K19995
isogroup26273	K07204
isogroup10703	K03062
isogroup11629	K11251
isogroup62880	K06560
isogroup126229	K04663
isogroup18261	K17266
isogroup99094	K04854
isogroup64776	K13156
isogroup258744	K01358
isogroup148395	K01115
isogroup52601	K03022
isogroup3369	K14686
isogroup88669	K05175
isogroup4255	K06240
isogroup114916	K13026
isogroup6721	K13448
isogroup14339	K14376
isogroup33140	K09646
isogroup121046	K03175
isogroup159496	K04602
isogroup112789	K07282
isogroup53083	K08187
isogroup78929	K01197
isogroup412076	K10408
isogroup357	K05759
isogroup76608	K14427
isogroup56490	K00907
isogroup5880	K12900
isogroup528121	K10418
isogroup85169	K06966
isogroup201571	K12175
isogroup224094	K08076
isogroup2150	K15837
isogroup119336	K03654
isogroup23052	K18274
isogroup9680	K09552
isogroup23034	K09864
isogroup148444	K07527
isogroup585726	K04593
isogroup48027	K00939
isogroup554301	K10408
isogroup249994	K16669
isogroup25194	K13711
isogroup21956	K20193
isogroup182729	K07767
isogroup131000	K00764
isogroup11327	K20040
isogroup82342	K10307
isogroup98867	K08576
isogroup36726	K10624
isogroup111550	K01194
isogroup16162	K02183
isogroup40586	K03217
isogroup65410	K14831
isogroup15935	K07203
isogroup22312	K01349
isogroup17385	K13105
isogroup119632	K08658
isogroup387205	K02639
isogroup6851	K18261
isogroup110548	K17341
isogroup77661	K05606
isogroup175756	K13045
isogroup213951	K00901
isogroup45394	K04364
isogroup56706	K10105
isogroup3072	K06106
isogroup80921	K20175
isogroup140432	K10396
isogroup25079	K15621
isogroup226678	K03357
isogroup49523	K04393
isogroup186613	K05681
isogroup547121	K12175
isogroup22224	K04249
isogroup428818	K13126
isogroup417658	K10880
isogroup213137	K03860
isogroup181424	K08630
isogroup4210	K17732
isogroup257714	K19619
isogroup273655	K16315
isogroup5834	K03248
isogroup120545	K00699
isogroup189906	K13348
isogroup71554	K13115
isogroup24655	K14309
isogroup4447	K10365
isogroup22652	K16866
isogroup35096	K07893
isogroup78059	K03439
isogroup72766	K00799
isogroup126069	K11247
isogroup105814	K13907
isogroup34776	K10895
isogroup90846	K18592
isogroup4767	K05100
isogroup23731	K06839
isogroup26511	K03469
isogroup80665	K02603
isogroup285320	K11517
isogroup184502	K17687
isogroup52223	K15436
isogroup92535	K02433
isogroup18854	K16620
isogroup137228	K00659
isogroup254286	K09657
isogroup34678	K12329
isogroup18836	K05642
isogroup4443	K10277
isogroup201460	K08610
isogroup17981	K04358
isogroup181377	K08132
isogroup12843	K02208
isogroup414692	K08341
isogroup225599	K10259
isogroup17523	K12662
isogroup49490	K01050
isogroup89580	K17867
isogroup208636	K20403
isogroup7959	K03253
isogroup171675	K09103
isogroup51170	K02988
isogroup1243	K00453
isogroup66888	K02437
isogroup26966	K12309
isogroup240439	K06254
isogroup100528	K09257
isogroup296436	K14552
isogroup90986	K02599
isogroup85171	K19674
isogroup9602	K18040
isogroup2761	K09649
isogroup18505	K06676
isogroup1705	K03900
isogroup223505	K07375
isogroup41918	K12735
isogroup50267	K07497
isogroup465928	K02146
isogroup9658	K00357
isogroup14610	K03120
isogroup41805	K00166
isogroup475452	K07996
isogroup119145	K17618
isogroup115651	K17780
isogroup168664	K16480
isogroup61730	K15680
isogroup19345	K20644
isogroup18202	K15105
isogroup161766	K14032
isogroup12313	K14708
isogroup257154	K04600
isogroup208055	K13702
isogroup2880	K10361
isogroup5216	K09326
isogroup7759	K01958
isogroup18411	K12200
isogroup808818	K01290
isogroup269035	K02983
isogroup111955	K03857
isogroup432074	K09752
isogroup101920	K10380
isogroup452341	K17341
isogroup93263	K08745
isogroup27681	K20632
isogroup39364	K17541
isogroup187692	K10873
isogroup66252	K19502
isogroup546281	K05286
isogroup69633	K14821
isogroup42625	K00799
isogroup401614	K05048
isogroup37594	K19041
isogroup118682	K15272
isogroup34260	K11699
isogroup293572	K00128
isogroup8629	K08829
isogroup250813	K09608
isogroup5301	K20123
isogroup19912	K14944
isogroup25570	K19932
isogroup75792	K14550
isogroup343174	K01298
isogroup223182	K08597
isogroup86403	K06062
isogroup146952	K10380
isogroup176310	K05201
isogroup226906	K10408
isogroup227360	K04806
isogroup12163	K00444
isogroup122715	K13047
isogroup382	K11592
isogroup120300	K02449
isogroup159463	K03626
isogroup42762	K10645
isogroup199936	K10400
isogroup5054	K09641
isogroup26958	K09533
isogroup132538	K10901
isogroup12616	K14564
isogroup343075	K04608
isogroup63233	K10641
isogroup23588	K07889
isogroup39422	K09608
isogroup118956	K08076
isogroup228614	K03165
isogroup150061	K14554
isogroup107708	K09229
isogroup211125	K09608
isogroup58327	K10485
isogroup13344	K13084
isogroup525057	K10591
isogroup7161	K08892
isogroup421598	K10408
isogroup115269	K02599
isogroup16059	K17563
isogroup118467	K03102
isogroup73068	K17730
isogroup204435	K00744
isogroup5529	K05236
isogroup411834	K07589
isogroup11105	K14006
isogroup104787	K00485
isogroup59426	K06176
isogroup7550	K09210
isogroup70212	K11124
isogroup153	K02969
isogroup113613	K08022
isogroup8522	K12874
isogroup167014	K08026
isogroup2669	K16288
isogroup39109	K08766
isogroup71958	K14347
isogroup20214	K12488
isogroup6388	K09171
isogroup130061	K00846
isogroup159041	K09223
isogroup171942	K12035
isogroup147121	K00432
isogroup2724	K02156
isogroup20687	K00763
isogroup204443	K02223
isogroup32694	K19367
isogroup18417	K01669
isogroup46555	K04285
isogroup106380	K06709
isogroup119116	K16757
isogroup16708	K11836
isogroup23679	K10631
isogroup184249	K18663
isogroup21758	K11854
isogroup84803	K09657
isogroup41430	K10636
isogroup38791	K14964
isogroup211723	K10807
isogroup25707	K10345
isogroup23564	K18260
isogroup56927	K07752
isogroup12895	K11967
isogroup67890	K10571
isogroup284324	K01853
isogroup21405	K01315
isogroup6118	K17094
isogroup19993	K05741
isogroup60986	K10898
isogroup85144	K13539
isogroup18493	K05628
isogroup99723	K02216
isogroup78930	K06238
isogroup219518	K17495
isogroup45962	K03593
isogroup14237	K13089
isogroup7159	K12822
isogroup49839	K12602
isogroup433887	K02214
isogroup39419	K03644
isogroup4345	K01689
isogroup24956	K10699
isogroup243415	K01410
isogroup35892	K16569
isogroup55625	K01201
isogroup82313	K11259
isogroup120868	K06721
isogroup35762	K00898
isogroup189814	K01466
isogroup28745	K00326
isogroup37048	K14157
isogroup184695	K08885
isogroup34602	K13421
isogroup401697	K16457
isogroup270761	K04594
isogroup187677	K04909
isogroup67427	K17529
isogroup186675	K11273
isogroup120269	K03593
isogroup3133	K16548
isogroup60360	K01889
isogroup29053	K19352
isogroup87808	K02324
isogroup45417	K16745
isogroup27362	K11251
isogroup415773	K00710
isogroup26490	K05103
isogroup119298	K00434
isogroup80676	K11507
isogroup178266	K08202
isogroup62918	K13511
isogroup28299	K05129
isogroup46111	K06233
isogroup660926	K17253
isogroup194848	K08848
isogroup132899	K13025
isogroup36806	K01551
isogroup57944	K08834
isogroup1172	K10373
isogroup262203	K07497
isogroup162774	K17495
isogroup267856	K09620
isogroup83470	K15902
isogroup17224	K03936
isogroup74963	K04874
isogroup105305	K11310
isogroup102010	K10402
isogroup15180	K00166
isogroup37065	K07520
isogroup13743	K02144
isogroup151881	K04608
