Cladocopium293578	K22370
Mcavernosa13026	K17266
Mcavernosa04988	K04532
Cladocopium167981	K19673
Cladocopium290381	K07304
Mcavernosa28513	K02961
Cladocopium289186	K01802
Cladocopium316504	K20279
Cladocopium53194	K00854
Cladocopium2234	K00045
Mcavernosa13248	K00236
Mcavernosa10430	K09174
Mcavernosa35191	K01489
Mcavernosa00529	K14454
Cladocopium465381	K00434
Cladocopium41540	K11276
Mcavernosa05155	K13866
Cladocopium348778	K04459
Mcavernosa15291	K09267
Mcavernosa17165	K16457
Cladocopium111086	K16912
Mcavernosa30572	K02256
Cladocopium238832	K14683
Cladocopium441130	K10420
Cladocopium178116	K12386
Cladocopium221169	K10380
Cladocopium91296	K00972
Mcavernosa27936	K03252
Cladocopium124974	K20151
Cladocopium179722	K11857
Mcavernosa27964	K14648
Mcavernosa21571	K00162
Mcavernosa01025	K03354
Mcavernosa32811	K13143
Cladocopium264514	K04799
Mcavernosa09028	K08776
Mcavernosa04814	K06147
Cladocopium239146	K00895
Cladocopium117214	K01537
Cladocopium230290	K01768
Mcavernosa19880	K18595
Cladocopium266539	K12324
Cladocopium209625	K12817
Cladocopium37596	K10849
Cladocopium185661	K17341
Cladocopium35245	K04371
Cladocopium222588	K12598
Cladocopium117395	K03102
Mcavernosa11063	K19619
Mcavernosa22483	K05658
Cladocopium113114	K00476
Cladocopium45668	K10393
Cladocopium215085	K12486
Cladocopium162273	K12393
Mcavernosa08645	K00710
Cladocopium88029	K01710
Mcavernosa32485	K01581
Cladocopium290440	K06413
Cladocopium261639	K12231
Cladocopium275762	K01652
Mcavernosa09385	K12309
Mcavernosa14446	K15010
Mcavernosa18517	K12398
Mcavernosa32286	K06051
Mcavernosa09332	K17592
Cladocopium328556	K01365
Mcavernosa14520	K23331
Mcavernosa28065	K11321
Mcavernosa02910	K04863
Cladocopium53371	K17619
Cladocopium77701	K05941
Cladocopium291175	K10645
Mcavernosa03361	K09405
Mcavernosa28025	K00847
Cladocopium116779	K15542
Cladocopium214819	K04856
Mcavernosa32728	K08069
Mcavernosa13260	K17408
Cladocopium270439	K07890
Cladocopium51923	K12132
Mcavernosa02903	K19612
Mcavernosa25226	K03175
Cladocopium173323	K10324
Cladocopium265349	K02183
Cladocopium116445	K13354
Cladocopium97475	K01625
Cladocopium199172	K15655
Cladocopium107637	K20715
Mcavernosa03834	K01403
Cladocopium180472	K15889
Mcavernosa09375	K03064
Cladocopium146327	K04780
Cladocopium287477	K11718
Cladocopium71132	K23164
Cladocopium54796	K18914
Cladocopium36025	K01783
Mcavernosa07681	K10380
Mcavernosa33952	K08184
Cladocopium303008	K10798
Cladocopium122520	K16777
Mcavernosa08191	K11338
Cladocopium260780	K08654
Cladocopium285347	K10380
Mcavernosa06494	K22074
Cladocopium310863	K09553
Mcavernosa00227	K04592
Mcavernosa18542	K23224
Mcavernosa21229	K13985
Mcavernosa17044	K06630
Mcavernosa21602	K11313
Cladocopium318282	K02835
Mcavernosa07782	K22900
Cladocopium117774	K03848
Mcavernosa02687	K11807
Mcavernosa25201	K06545
Cladocopium172702	K12603
Mcavernosa24035	K22210
Cladocopium437810	K06207
Cladocopium123490	K04908
Cladocopium159953	K15047
Cladocopium289062	K14572
Cladocopium226282	K20353
Mcavernosa26477	K12475
Cladocopium272902	K05012
Cladocopium317580	K15117
Cladocopium308619	K23257
Mcavernosa30896	K05312
Mcavernosa03474	K00641
Cladocopium243903	K06694
Mcavernosa01314	K05048
Mcavernosa32302	K00515
Cladocopium276687	K10380
Cladocopium283065	K16482
Mcavernosa03204	K07521
Cladocopium320610	K15277
Cladocopium201588	K17619
Mcavernosa14102	K10581
Mcavernosa07527	K21988
Mcavernosa01132	K02030
Cladocopium345988	K03648
Mcavernosa00580	K14440
Cladocopium359748	K05658
Cladocopium335646	K21396
Cladocopium51786	K00287
Mcavernosa09840	K06700
Cladocopium303301	K01969
Cladocopium119349	K13412
Cladocopium226786	K06820
Mcavernosa26072	K22989
Cladocopium270765	K20180
Cladocopium373863	K11412
Cladocopium274207	K09525
Cladocopium226149	K11978
Mcavernosa24486	K08745
Cladocopium67568	K08794
Cladocopium113653	K04886
Mcavernosa30406	K01974
Mcavernosa10491	K19828
Mcavernosa27909	K09377
Cladocopium100768	K15837
Cladocopium111283	K04843
Cladocopium265853	K05610
Cladocopium232406	K02930
Cladocopium317118	K01803
Cladocopium63915	K11434
Mcavernosa30135	K05126
Cladocopium272038	K01557
Cladocopium219416	K04956
Cladocopium44810	K10859
Mcavernosa27857	K01131
Cladocopium318329	K03165
Mcavernosa33712	K20994
Cladocopium200819	K00556
Mcavernosa23970	K00327
Cladocopium60758	K03217
Cladocopium397246	K10408
Mcavernosa04868	K14549
Cladocopium61239	K07759
Mcavernosa25270	K01273
Mcavernosa32390	K09849
Cladocopium69679	K03320
Cladocopium103885	K14379
Cladocopium281675	K02183
Mcavernosa31242	K04267
Mcavernosa33491	K12385
Cladocopium322348	K04892
Cladocopium42257	K03035
Cladocopium47398	K15113
Mcavernosa20162	K16506
Cladocopium271674	K01725
Cladocopium207616	K07151
Cladocopium56440	K05396
Cladocopium184769	K03626
Mcavernosa01846	K06874
Cladocopium265013	K01676
Mcavernosa20854	K10380
Cladocopium90471	K07748
Mcavernosa12051	K20318
Cladocopium303225	K16608
Cladocopium257490	K12443
Mcavernosa10869	K11810
Mcavernosa02644	K05312
Cladocopium290321	K10408
Cladocopium179870	K10754
Cladocopium2140	K02040
Mcavernosa21865	K06093
Cladocopium84530	K06002
Mcavernosa08501	K15100
Mcavernosa01775	K06254
Mcavernosa11602	K15015
Cladocopium161518	K19998
Cladocopium285212	K04371
Cladocopium57876	K01802
Cladocopium212796	K01537
Cladocopium61080	K18953
Mcavernosa15256	K22700
Cladocopium57207	K18166
Cladocopium307444	K00856
Cladocopium50116	K11971
Cladocopium85820	K16066
Cladocopium86840	K14540
Cladocopium275044	K09495
Mcavernosa19727	K17307
Cladocopium115714	K11481
Cladocopium294077	K00472
Mcavernosa22980	K04427
Mcavernosa15608	K08343
Mcavernosa18460	K20685
Mcavernosa20738	K12373
Cladocopium292451	K12869
Cladocopium445661	K00382
Cladocopium51633	K02206
Mcavernosa05309	K15172
Cladocopium111246	K13526
Mcavernosa04321	K14801
Mcavernosa11731	K04986
Mcavernosa26830	K18461
Cladocopium295733	K01069
Cladocopium85249	K20176
Mcavernosa09425	K09353
Cladocopium387628	K14521
Mcavernosa19991	K05850
Mcavernosa12371	K21917
Mcavernosa29818	K04981
Cladocopium289769	K07305
Cladocopium275748	K08869
Cladocopium170621	K02183
Mcavernosa19306	K02975
Mcavernosa00817	K02375
Cladocopium270949	K17790
Cladocopium174080	K02510
Cladocopium283122	K02150
Mcavernosa08862	K14611
Mcavernosa24608	K17616
Cladocopium264144	K01802
Cladocopium290542	K02996
Cladocopium187347	K11977
Cladocopium311785	K00831
Cladocopium72308	K17911
Mcavernosa05853	K12504
Mcavernosa08035	K12492
Cladocopium116354	K00434
Cladocopium298678	K04958
Mcavernosa14563	K19970
Mcavernosa31849	K05312
Mcavernosa10156	K02168
Cladocopium283699	K00699
Cladocopium389439	K00810
Mcavernosa20251	K07937
Cladocopium330785	K17341
Mcavernosa13551	K03175
Mcavernosa23065	K09851
Cladocopium26722	K02371
Mcavernosa22873	K07766
Cladocopium95072	K03924
Cladocopium160665	K21989
Cladocopium281163	K06185
Cladocopium33323	K01586
Mcavernosa13767	K11418
Cladocopium231564	K20196
Cladocopium208998	K03453
Mcavernosa00456	K04612
Cladocopium238636	K07126
Cladocopium187555	K02218
Cladocopium294277	K00831
Mcavernosa05485	K05218
Cladocopium92729	K13412
Mcavernosa24887	K13619
Cladocopium47140	K04424
Cladocopium156611	K03691
Cladocopium85305	K15283
Mcavernosa16865	K14388
Cladocopium42211	K08832
Cladocopium286737	K01535
Cladocopium284492	K12405
Cladocopium281447	K07874
Cladocopium310989	K01435
Mcavernosa33677	K15293
Cladocopium270266	K01081
Mcavernosa13413	K14724
Mcavernosa30031	K19750
Cladocopium186322	K22762
Cladocopium5742	K08798
Mcavernosa30496	K06058
Cladocopium185365	K00970
Cladocopium19999	K21989
Cladocopium205861	K15109
Cladocopium106682	K12471
Mcavernosa20622	K18740
Cladocopium70898	K14966
Cladocopium301539	K05665
Cladocopium173199	K06287
Cladocopium273308	K15692
Cladocopium275896	K12304
Cladocopium50898	K10599
Mcavernosa10465	K18180
Cladocopium88336	K13577
Mcavernosa09078	K14521
Cladocopium36220	K04802
Cladocopium287181	K10523
Cladocopium269517	K01810
Cladocopium264805	K08790
Cladocopium93013	K08869
Cladocopium91652	K22403
Mcavernosa23827	K07925
Mcavernosa26697	K10799
Cladocopium311846	K19027
Cladocopium80176	K01358
Cladocopium110923	K01369
Mcavernosa01189	K08021
Mcavernosa06850	K12385
Mcavernosa19472	K05641
Cladocopium289613	K00413
Cladocopium162721	K13447
Mcavernosa02250	K04592
Mcavernosa15614	K15711
Mcavernosa27471	K04851
Cladocopium95501	K12828
Mcavernosa10764	K09105
Cladocopium176951	K08292
Cladocopium281019	K19369
Mcavernosa11349	K04255
Mcavernosa30363	K22138
Cladocopium266371	K04043
Mcavernosa02006	K01897
Cladocopium44330	K17609
Cladocopium114675	K13338
Mcavernosa10118	K17458
Cladocopium104356	K19672
Mcavernosa27630	K05693
Mcavernosa13492	K19348
Cladocopium273965	K17619
Cladocopium273733	K01008
Mcavernosa20439	K14972
Mcavernosa17234	K05290
Mcavernosa09216	K23297
Cladocopium59880	K00799
Cladocopium113515	K22763
Cladocopium219461	K06689
Cladocopium236472	K01897
Mcavernosa06641	K10395
Mcavernosa04366	K22388
Cladocopium264956	K07874
Cladocopium274492	K15171
Cladocopium204511	K13412
Mcavernosa21745	K12323
Mcavernosa20124	K05727
Cladocopium221854	K15261
Mcavernosa06958	K08336
Cladocopium114718	K17260
Cladocopium282494	K13107
Cladocopium285410	K08776
Cladocopium74586	K06019
Cladocopium152644	K13239
Mcavernosa16353	K04205
Cladocopium116619	K06515
Mcavernosa33801	K17341
Cladocopium113660	K08496
Cladocopium280345	K17964
Cladocopium318448	K18055
Mcavernosa19884	K19539
Mcavernosa01500	K10329
Cladocopium291418	K00860
Cladocopium265868	K19369
Cladocopium39654	K00876
Mcavernosa27456	K17083
Cladocopium100905	K08957
Cladocopium204021	K07952
Cladocopium29734	K21396
Mcavernosa28104	K07942
Cladocopium267375	K06147
Mcavernosa04951	K00798
Cladocopium223336	K08848
Cladocopium284744	K06627
Mcavernosa24173	K08117
Cladocopium214586	K00476
Mcavernosa04267	K03010
Mcavernosa06105	K10460
Mcavernosa04626	K05673
Cladocopium182112	K12132
Cladocopium175223	K13293
Cladocopium84049	K07407
Mcavernosa29748	K14309
Cladocopium69874	K07542
Mcavernosa24799	K06711
Mcavernosa07309	K01672
Cladocopium44069	K11863
Mcavernosa19529	K11840
Mcavernosa01664	K08798
Cladocopium34156	K15777
Cladocopium118702	K17943
Mcavernosa32491	K02685
Cladocopium52443	K14549
Cladocopium314245	K03439
Mcavernosa11730	K04988
Cladocopium45558	K00476
Cladocopium212185	K01814
Cladocopium85979	K07376
Mcavernosa07507	K08076
Mcavernosa22885	K01291
Mcavernosa08223	K18460
Cladocopium200246	K01054
Mcavernosa22931	K08865
Mcavernosa14068	K02259
Cladocopium266631	K17943
Cladocopium329898	K04598
Cladocopium182172	K01768
Mcavernosa21701	K14845
Cladocopium257471	K10484
Mcavernosa07175	K06793
Mcavernosa06044	K12818
Cladocopium100144	K18468
Cladocopium196409	K03526
Cladocopium319913	K05849
Mcavernosa20547	K00921
Cladocopium119656	K13210
Mcavernosa10539	K04077
Mcavernosa01722	K00011
Cladocopium216707	K12736
Mcavernosa24567	K18438
Cladocopium45613	K04487
Cladocopium77445	K20242
Cladocopium53271	K04371
Cladocopium266289	K20793
Mcavernosa05014	K08856
Cladocopium268631	K12846
Cladocopium265147	K04461
Mcavernosa10390	K12047
Cladocopium128519	K22857
Mcavernosa12595	K17279
Cladocopium279482	K10956
Mcavernosa02691	K05093
Mcavernosa21526	K14688
Mcavernosa01539	K23339
Mcavernosa22108	K04674
Mcavernosa24439	K21440
Cladocopium122810	K10870
Mcavernosa14634	K09257
Mcavernosa30842	K16491
Mcavernosa01577	K13205
Mcavernosa25832	K03714
Mcavernosa01706	K20177
Mcavernosa02363	K04238
Mcavernosa01006	K14429
Mcavernosa08548	K20878
Cladocopium117242	K10598
Mcavernosa17600	K19951
Cladocopium292650	K01210
Cladocopium77915	K00799
Cladocopium311208	K23257
Cladocopium267327	K16781
Cladocopium234301	K01195
Cladocopium174018	K15033
Mcavernosa10958	K22017
Cladocopium202955	K12035
Mcavernosa28333	K01025
Cladocopium119421	K10260
Mcavernosa21975	K08624
Mcavernosa16263	K01968
Mcavernosa32851	K03522
Cladocopium88440	K05791
Mcavernosa08965	K08136
Cladocopium167746	K10408
Cladocopium303648	K14213
Mcavernosa18611	K19758
Mcavernosa08981	K08017
Cladocopium28109	K14572
Cladocopium212163	K11068
Cladocopium103827	K10457
Cladocopium182358	K07253
Cladocopium92415	K12585
Mcavernosa00102	K15296
Mcavernosa16477	K01539
Cladocopium312967	K01537
Mcavernosa20117	K11644
Mcavernosa31649	K04615
Cladocopium282160	K23257
Cladocopium168855	K04908
Cladocopium252247	K19027
Cladocopium277406	K17943
Mcavernosa00806	K19953
Cladocopium241291	K18443
Cladocopium44231	K20872
Mcavernosa04133	K04043
Mcavernosa29791	K09584
Cladocopium87255	K13412
Cladocopium158212	K19269
Mcavernosa00790	K08630
Mcavernosa10735	K20288
Cladocopium262821	K09580
Cladocopium300020	K02831
Mcavernosa13449	K21396
Mcavernosa14355	K09624
Cladocopium267718	K00600
Cladocopium205495	K07376
Cladocopium117295	K02603
Cladocopium280231	K03809
Mcavernosa03925	K12757
Cladocopium58379	K13412
Cladocopium216929	K13612
Cladocopium365867	K03265
Cladocopium279311	K14652
Cladocopium123948	K15429
Mcavernosa33618	K01691
Cladocopium53062	K19870
Mcavernosa26873	K13094
Cladocopium299622	K05290
Cladocopium117200	K14396
Cladocopium251432	K00548
Mcavernosa08702	K04547
Mcavernosa06536	K05312
Mcavernosa14027	K09402
Mcavernosa24650	K04988
Mcavernosa00666	K03174
Cladocopium276987	K05794
Mcavernosa11805	K09849
Cladocopium282245	K01883
Mcavernosa04160	K13239
Mcavernosa02969	K03283
Cladocopium289903	K07404
Mcavernosa16895	K07297
Mcavernosa08641	K00710
Cladocopium294671	K10737
Cladocopium115554	K14724
Cladocopium187401	K10277
Cladocopium116726	K17341
Cladocopium423170	K14407
Cladocopium178444	K03687
Mcavernosa05782	K03687
Cladocopium286005	K03686
Cladocopium296103	K01537
Mcavernosa10516	K06530
Cladocopium346143	K12862
Cladocopium117896	K13291
Mcavernosa18563	K08202
Cladocopium50770	K08827
Cladocopium115800	K13100
Cladocopium107932	K11262
Cladocopium83090	K22072
Mcavernosa32897	K12590
Mcavernosa31345	K01357
Cladocopium38664	K11262
Cladocopium182165	K10799
Mcavernosa10562	K11319
Mcavernosa32505	K09230
Mcavernosa15089	K04146
Mcavernosa14551	K10457
Mcavernosa14441	K14826
Cladocopium90486	K22857
Cladocopium82203	K03596
Mcavernosa09397	K01301
Mcavernosa12191	K02887
Cladocopium217206	K05681
Cladocopium267285	K00326
Cladocopium279347	K13412
Mcavernosa14458	K06847
Mcavernosa22904	K00804
Mcavernosa28365	K09486
Cladocopium199821	K04950
Cladocopium204491	K05849
Mcavernosa12703	K06272
Cladocopium491652	K01363
Cladocopium232667	K10754
Cladocopium267758	K15015
Mcavernosa20281	K00106
Cladocopium29590	K16569
Cladocopium114530	K07376
Cladocopium28450	K03654
Mcavernosa30327	K00488
Mcavernosa05421	K05037
Mcavernosa01200	K06825
Mcavernosa10291	K19912
Cladocopium182413	K15375
Mcavernosa31878	K05543
Cladocopium102989	K04515
Cladocopium219483	K08244
Mcavernosa06800	K07901
Mcavernosa23656	K20520
Mcavernosa13899	K20300
Cladocopium297726	K03178
Cladocopium81816	K03417
Cladocopium24655	K00939
Cladocopium264671	K07953
Cladocopium56626	K22943
Cladocopium282172	K02371
Mcavernosa26205	K08766
Cladocopium344567	K12447
Mcavernosa27082	K07179
Mcavernosa07136	K21922
Cladocopium271915	K04708
Cladocopium276631	K10974
Mcavernosa32616	K01640
Cladocopium202053	K10408
Cladocopium223208	K02937
Cladocopium51165	K15986
Cladocopium223766	K07855
Cladocopium272685	K05884
Cladocopium156224	K21734
Cladocopium87179	K17279
Cladocopium311352	K17623
Cladocopium56657	K02183
Cladocopium106284	K18442
Cladocopium301907	K19787
Mcavernosa31219	K11838
Mcavernosa11499	K09641
Mcavernosa00573	K15105
Cladocopium330154	K15083
Mcavernosa23994	K01321
Mcavernosa15527	K17401
Cladocopium308975	K01254
Cladocopium67975	K03686
Cladocopium321562	K20180
Cladocopium265133	K08824
Cladocopium269763	K01076
Mcavernosa24870	K04144
Cladocopium282671	K14165
Cladocopium231712	K03798
Mcavernosa04417	K16669
Cladocopium114466	K22763
Cladocopium266165	K12193
Cladocopium48725	K14755
Cladocopium175766	K09250
Mcavernosa32403	K17591
Cladocopium167442	K04648
Cladocopium295995	K14326
Cladocopium115518	K05349
Cladocopium333510	K03978
Cladocopium133839	K01230
Mcavernosa28714	K13147
Mcavernosa00970	K14859
Mcavernosa18043	K15151
Cladocopium307079	K12823
Mcavernosa04158	K16782
Cladocopium233360	K19760
Mcavernosa13199	K20290
Cladocopium311646	K05677
Cladocopium170624	K04986
Cladocopium265843	K10956
Cladocopium36451	K18423
Mcavernosa35107	K05106
Cladocopium81903	K19225
Mcavernosa22636	K20477
Mcavernosa14398	K02726
Mcavernosa16973	K02168
Mcavernosa03250	K13131
Cladocopium264566	K12035
Cladocopium277786	K01363
Cladocopium266876	K08498
Mcavernosa27073	K08202
Mcavernosa16425	K05502
Cladocopium122035	K16608
Mcavernosa26509	K11977
Mcavernosa35036	K22824
Mcavernosa31286	K00981
Mcavernosa27768	K07369
Mcavernosa31292	K02146
Cladocopium287160	K02471
Cladocopium96397	K15692
Cladocopium299167	K03252
Cladocopium180271	K05330
Cladocopium39427	K14573
Mcavernosa22409	K06636
Cladocopium307415	K04834
Cladocopium270600	K07253
Cladocopium102889	K20606
Mcavernosa20559	K07763
Mcavernosa00348	K07841
Cladocopium206721	K20131
Cladocopium266638	K07910
Cladocopium301937	K08739
Cladocopium290050	K14802
Cladocopium76443	K00456
Cladocopium179924	K02887
Mcavernosa30056	K06254
Mcavernosa07190	K00572
Cladocopium115917	K15100
Cladocopium265896	K14411
Cladocopium199736	K08869
Cladocopium252139	K03283
Cladocopium80869	K02945
Mcavernosa19740	K07369
Cladocopium304974	K00710
Mcavernosa03331	K19874
Cladocopium268837	K09660
Mcavernosa12655	K12861
Mcavernosa27508	K15176
Mcavernosa12246	K20899
Mcavernosa00011	K20003
Mcavernosa26318	K03283
Cladocopium171016	K03579
Cladocopium89561	K01367
Cladocopium295157	K14442
Cladocopium118505	K14206
Mcavernosa01964	K01025
Mcavernosa10847	K09608
Cladocopium96179	K15085
Mcavernosa01891	K02090
Mcavernosa14879	K03857
Mcavernosa09206	K02908
Cladocopium241308	K15257
Cladocopium38945	K06630
Cladocopium294581	K00703
Mcavernosa14175	K05663
Cladocopium205345	K13126
Cladocopium74694	K14779
Cladocopium187640	K10615
Mcavernosa28122	K02159
Cladocopium281959	K09014
Mcavernosa27446	K00734
Cladocopium270216	K00671
Cladocopium219891	K03762
Cladocopium264546	K18703
Mcavernosa16256	K01173
Mcavernosa13819	K08054
Cladocopium119014	K06994
Mcavernosa09950	K12566
Cladocopium58268	K13646
Cladocopium238216	K10645
Cladocopium267176	K06891
Cladocopium302297	K01354
Cladocopium122941	K10598
Cladocopium91884	K15283
Cladocopium113726	K12132
Cladocopium276977	K11968
Mcavernosa04203	K17341
Cladocopium273412	K12472
Mcavernosa20290	K09355
Cladocopium100207	K04834
Cladocopium285356	K02206
Mcavernosa16979	K06795
Cladocopium188420	K03462
Mcavernosa11758	K14835
Cladocopium222961	K00615
Cladocopium309351	K05236
Cladocopium347588	K05665
Mcavernosa13432	K01187
Cladocopium213178	K08798
Cladocopium156558	K00703
Cladocopium275972	K15119
Mcavernosa31821	K10798
Cladocopium279582	K15110
Cladocopium265673	K01412
Mcavernosa24153	K10608
Mcavernosa16207	K03308
Cladocopium218361	K12132
Mcavernosa31008	K03440
Cladocopium241231	K19613
Mcavernosa28803	K17341
Cladocopium458495	K10408
Cladocopium12965	K02699
Mcavernosa01070	K15303
Mcavernosa05466	K15362
Mcavernosa24054	K07874
Cladocopium292971	K12132
Cladocopium275418	K01462
Cladocopium227172	K15400
Cladocopium253778	K11744
Cladocopium77120	K06711
Cladocopium116691	K13024
Mcavernosa21584	K16777
Cladocopium289353	K00845
Cladocopium300038	K05275
Cladocopium111537	K04930
Mcavernosa01856	K08597
Mcavernosa32745	K10666
Cladocopium77655	K01933
Cladocopium249450	K12604
Mcavernosa04187	K20234
Cladocopium113740	K04437
Cladocopium393779	K02335
Cladocopium78916	K09553
Mcavernosa01951	K05305
Mcavernosa32352	K08252
Cladocopium249057	K00362
Mcavernosa01159	K19995
Cladocopium156081	K01090
Cladocopium271637	K18203
Cladocopium176978	K01275
Cladocopium274404	K00560
Cladocopium60565	K01409
Cladocopium271354	K14950
Cladocopium111412	K06669
Cladocopium41245	K05312
Mcavernosa28521	K02873
Cladocopium116745	K16604
Cladocopium96352	K01377
Cladocopium281010	K13291
Cladocopium265221	K16675
Mcavernosa05329	K06792
Mcavernosa03455	K18668
Cladocopium114007	K00760
Mcavernosa23504	K14860
Cladocopium95617	K03798
Cladocopium216964	K03929
Cladocopium63801	K12132
Mcavernosa18278	K16524
Cladocopium305013	K01338
Mcavernosa22271	K15214
Cladocopium90835	K07198
Mcavernosa20988	K15542
Mcavernosa21768	K02030
Cladocopium116409	K00671
Cladocopium285938	K00930
Cladocopium212650	K20843
Mcavernosa05333	K04601
Mcavernosa06460	K03596
Mcavernosa18067	K15192
Cladocopium51861	K16466
Cladocopium121074	K02183
